Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
PHI,Marquez,Richard,D,"$36,504","$36,504.00",2014
MTL,Messoudi,Zakaria,M,"$36,504","$36,504.00",2014
KC,Munoz,Victor,M,"$36,504","$36,504.00",2014
CHV,Nwiloh,Michael,D,"$36,504","$36,504.00",2014
SEA,Ockford,Jimmy,D,"$36,504","$36,504.00",2014
PHI,Ribeiro,Pedro,M,"$36,504","$36,504.00",2014
TOR,Roberts,Quillan,GK,"$36,504","$36,504.00",2014
VAN,Sampson,Ethen,D,"$36,504","$36,504.00",2014
NE,Sanchez,Jossimar,D,"$36,504","$36,504.00",2014
CHV,Spangenberg,Trevor,GK,"$36,504","$36,504.00",2014
NYRB,Stevenson,Eric,M,"$36,504","$36,504.00",2014
NE,Sundly,Alec,M,"$36,504","$36,504.00",2014
CHV,Tyrpak,Kristopher,F,"$36,504","$36,504.00",2014
DAL,Ulloa,Victor,M,"$36,504","$36,504.00",2014
POOL,Withrow,Daniel,GK,"$36,504","$36,504.00",2014
POR,Gallego,Bryan,D,"$36,500","$36,750.00",2014
RSL,Maund,Aaron,D,"$36,500","$40,250.00",2014
MTL,Gagnon-Lapare,Jeremy,M,"$36,504","$40,504.00",2014
NYRB,Obekop,Marius,M,"$36,500","$41,500.00",2014
COL,Neeskens,John,D,"$42,504","$42,504.00",2014
ORL,Redding,Tommy,D,"$36,500","$44,000.00",2014
RSL,Stertzer,John,M,"$36,500","$45,875.00",2014
RSL,Glad,Justen,D,"$36,500","$47,500.00",2014
DAL,Akindele,Tesho,F,"$48,500","$48,500.00",2014
RSL,Balchan,Rich,D,"$48,500","$48,500.00",2014
MTL,Bissue,James,F,"$48,500","$48,500.00",2014
CHI,Cochrane,Greg,D,"$48,500","$48,500.00",2014
MTL,Crepeau,Maxime,GK,"$48,500","$48,500.00",2014
PHI,Fernandes,Leo,M,"$48,500","$48,500.00",2014
CHI,Fondy,Matthew,F,"$48,500","$48,500.00",2014
LA,Gargan,Dan,D,"$48,500","$48,500.00",2014
DAL,Gonzalez,Jesse,GK,"$48,500","$48,500.00",2014
TOR,Hagglund,Nick,D,"$48,500","$48,500.00",2014
LA,Hoffman,Chandler,F,"$48,500","$48,500.00",2014
DAL,Hollingshead,Ryan,M,"$48,500","$48,500.00",2014
SJ,Jahn,Adam,F,"$48,500","$48,500.00",2014
KC,Juliao,Igor,D,"$48,500","$48,500.00",2014
CHI,Jumper,Hunter,D,"$48,500","$48,500.00",2014
CHI,Kann,Alec,GK,"$48,500","$48,500.00",2014
SJ,Koval,JJ,M,"$48,500","$48,500.00",2014
MTL,Lefevre,Wandrille,M,"$48,500","$48,500.00",2014
LA,McBean,Jack,F,"$48,500","$48,500.00",2014
SJ,Meredith,Bryan,GK,"$48,500","$48,500.00",2014
COL,Mullan,Brian,M,"$48,500","$48,500.00",2014
SJ,Muller,Tommy,D,"$48,500","$48,500.00",2014
DC,Opare,Kofi,D,"$48,500","$48,500.00",2014
TOR,Richter,Ryan,F,"$48,500","$48,500.00",2014
CHI,Ritter,Chris,M,"$48,500","$48,500.00",2014
LA,Rugg,Charlie,F,"$48,500","$48,500.00",2014
RSL,Salcedo,Carlos,D,"$48,500","$48,500.00",2014
RSL,Sandoval,Devon,F,"$48,500","$48,500.00",2014
SJ,Schuler,Billy,F,"$48,500","$48,500.00",2014
DAL,Span,Brian,M,"$48,500","$48,500.00",2014
CLB,Stuver,Brad,GK,"$48,500","$48,500.00",2014
CLB,Sweat,Ben,D,"$48,500","$48,500.00",2014
MTL,Tissot,Maxim,D,"$48,500","$48,500.00",2014
CHI,Ward,Grant,F,"$48,500","$48,500.00",2014
CLB,Wiet,Matt,D,"$48,500","$48,500.00",2014
CHV,Dunn,Matthew,M,"$48,500","$48,500.04",2014
MTL,Larrea,Gorka,M,"$48,500","$48,500.04",2014
POR,Weber,Andrew,GK,"$48,500","$48,500.04",2014
CHV,Bolanos,Luis,F,"$48,504","$48,504.00",2014
CHV,Borja,Felix,F,"$48,504","$48,504.00",2014
VAN,Froese,Kianz,M-F,"$44,004","$48,504.00",2014
CHV,Kaji,Akira,D,"$48,504","$48,504.00",2014
KC,Medranda,Jimmy,M,"$48,504","$48,504.00",2014
NYCFC,Saunders,Josh,GK,"$48,504","$48,504.00",2014
HOU,Sherrod,Mark,F,"$48,504","$48,504.00",2014
SEA,Kovar,Aaron,M,"$48,500","$48,700.00",2014
SEA,Okoli,Sean,F,"$48,500","$48,750.00",2014
CLB,Anor,Bernardo,M,"$48,825","$48,825.00",2014
RSL,Attinella,Jeff,GK,"$48,825","$48,825.00",2014
CLB,Barson,Chad,D,"$48,825","$48,825.00",2014
TOR,Bloom,Mark,D,"$48,825","$48,825.00",2014
MTL,Bush,Evan,GK,"$48,825","$48,825.00",2014
NYRB,Bustamante,Michael,M-D,"$48,825","$48,825.00",2014
HOU,Carrasco,Servando,M,"$48,825","$48,825.00",2014
DC,Caskey,Alex,M,"$48,825","$48,825.00",2014
NYRB,Christianson,Ian,M,"$48,825","$48,825.00",2014
DC,Dykstra,Andrew,GK,"$48,825","$48,825.00",2014
DC,Estrada,David,F,"$48,825","$48,825.00",2014
LA,Garcia,Rafael,M,"$48,825","$48,825.00",2014
CLB,Gehrig,Eric,M,"$48,825","$48,825.00",2014
CLB,George,Kevan,M,"$48,825","$48,825.00",2014
RSL,Grossman,Cole,M,"$48,825","$48,825.00",2014
COL,Hill,Kamani,M,"$48,825","$48,825.00",2014
DAL,Keel,Stephen,D,"$48,825","$48,825.00",2014
CHI,Kinney,Steven,D,"$48,825","$48,825.00",2014
CLB,Lampson,Matt,GK,"$48,825","$48,825.00",2014
POR,McKenzie,Rauwshan,D,"$48,825","$48,825.00",2014
POR,Nanchoff,Michael,M,"$48,825","$48,825.00",2014
KC,Olum,Lawrence,M/D,"$48,825","$48,825.00",2014
MTL,Ouimette,Karl,D,"$48,825","$48,825.00",2014
HOU,Ownby,Brian,M,"$48,825","$48,825.00",2014
SEA,Rose,Andy,M,"$48,825","$48,825.00",2014
LA,Rowe,Brian,GK,"$48,825","$48,825.00",2014
CLB,Schoenfeld,Aaron,F,"$48,825","$48,825.00",2014
RSL,Velasquez,Sebastian,M,"$48,825","$48,825.00",2014
LA,Walker,Kenney,M,"$48,825","$48,825.00",2014
PHI,Wheeler,Aaron,F,"$48,825","$48,825.00",2014
DC,Willis,Joe,GK,"$48,825","$48,825.00",2014
POR,Powell,Alvas,D,"$48,828","$48,828.00",2014
KC,Palmer-Brown,Erik,D,"$48,500","$49,000.00",2014
SEA,Weaver,Cam,F,"$48,504","$49,004.00",2014
KC,Ellis,Kevin,D,"$48,825","$49,575.00",2014
DC,Doyle,Conor,F,"$48,500","$49,750.00",2014
HOU,Salazar,Bryan,F,"$48,825","$49,825.00",2014
CHV,Barrera,Leandro,F,"$50,000","$50,000.00",2014
MTL,Gonzalez,Santiago,M/F,"$50,000","$50,000.00",2014
CHV,Rivero,Martin,M,"$50,004","$50,004.00",2014
VAN,Mitchell,Carlyle,D,"$48,825","$50,075.00",2014
SEA,Ford,Josh,GK,"$48,500","$50,239.94",2014
SJ,Cato,Cordell,F,"$50,400","$50,400.00",2014
DAL,Hernandez,Moises,D,"$48,825","$50,450.00",2014
LA,Sorto,Oscar,D,"$48,825","$50,700.00",2014
LA,Villarreal,Joseph,M,"$48,825","$50,700.00",2014
RSL,Lopez,Benjamin,F,"$48,500","$51,105.43",2014
SEA,Azira,Michael,D,"$48,504","$51,147.54",2014
KC,Saad,Soony,F,"$51,150","$51,150.00",2014
PHI,Bone,Corben,M,"$48,825","$51,325.00",2014
NE,Akpan,Andre,F,"$48,500","$51,333.33",2014
DC,Seaton,Michael,F,"$48,500","$51,500.00",2014
CLB,Gall,Romain,M,"$48,504","$51,885.93",2014
,Borja,Carlos,D,"$52,313","$52,313.00",2014
PHI,Gaddis,Raymon,D,"$52,313","$52,313.00",2014
SEA,Scott,Zach,D,"$52,500","$52,500.00",2014
COL,Nasco,Joe,GK,"$50,000","$52,693.83",2014
PHI,Brown,Brian,F,"$48,504","$53,004.00",2014
DAL,Zendejas,Alejandro,F,"$36,504","$53,170.67",2014
VAN,Lewis,Andre,M,"$48,500","$53,500.00",2014
CHI,Joya,Benji,M,"$48,504","$53,504.00",2014
COL,Eloundou,Charles,F,"$48,825","$53,825.00",2014
POR,Evans,Steven,M,"$48,825","$53,825.00",2014
PHI,Hoppenot,Antoine,F,"$54,450","$54,450.00",2014
SEA,Parsemain,Kevin,F,"$48,504","$54,486.81",2014
VAN,Adekugbe,Samuel,D,"$50,000","$55,000.00",2014
POR,O'Rourke,Danny,D,"$55,008","$55,008.00",2014
COL,Agbossoumonde,Gale,D,"$48,825","$55,491.67",2014
ORL,Alvarez,Yordany,M,"$48,500","$56,000.00",2014
RSL,Mulholland,Luke,M,"$55,000","$56,250.00",2014
NYCFC,Watson-Siriboe,Kwame,D,"$55,000","$56,666.67",2014
SJ,Francis,Shaun,D,"$55,000","$57,889.79",2014
NE,Caldwell,Scott,M,"$52,313","$59,813.00",2014
CHI,Amarikwa,Quincy,F,"$60,000","$60,000.00",2014
SEA,Apam,Onyekachi,D,"$60,000","$60,000.00",2014
VAN,Clarke,Caleb,F,"$60,000","$60,000.00",2014
TOR,Konopka,Chris,GK,"$60,000","$60,000.00",2014
CHV,McNamara,Thomas,M,"$48,500","$60,000.00",2014
MTL,Romero,Andres,F,"$60,000","$60,000.00",2014
COL,Van de Casteele,Grant,D,"$48,500","$60,000.00",2014
NYCFC,Villa,David,F,"$60,000","$60,000.00",2014
SJ,Fucito,Michael,MF,"$57,750","$60,639.79",2014
DC,Porter,Kyle,M,"$52,313","$60,955.71",2014
VAN,Diouf,Mamadou,F,"$48,500","$61,000.00",2014
LA,Venter,Kyle,D,"$48,500","$61,000.00",2014
NYRB,Lade,Connor,D,"$57,750","$61,963.21",2014
CHV,Calvert,Caleb,F,"$55,000","$62,500.00",2014
LA,Perk,Brian,GK,"$60,000","$63,125.00",2014
TOR,Dike,Bright,F,"$60,638","$63,575.00",2014
LA,Meyer,Tommy,D,"$50,848","$64,598.00",2014
VAN,Ballouchy,Mehdi,M,"$65,000","$65,000.00",2014
SEA,Hahnemann,Marcus,GK,"$65,000","$65,000.00",2014
VAN,Mezquida,Nicolas,M-F,"$65,000","$65,000.00",2014
CLB,Speas,Ben,F,"$65,100","$65,100.00",2014
PHI,Carreiro,Fred,M,"$65,460","$65,460.00",2014
COL,Serna,Dillon,M,"$52,500","$65,500.00",2014
DC,Attakora,Nana,D,"$62,500","$65,575.52",2014
DAL,Craft,Coy,F,"$48,504","$65,587.33",2014
CLB,Finlay,Ethan,F,"$50,848","$65,847.50",2014
MTL,Mallace,Calum,M,"$50,848","$65,848.00",2014
CHI,Pineda,Victor,M,"$60,000","$66,742.42",2014
DC,Robinson,Jalen,D,"$55,000","$67,000.00",2014
COL,O'Neill,Shane,M,"$56,250","$67,750.00",2014
SJ,Stephenson,Khari,M,"$65,004","$68,336.02",2014
SJ,Barklage,Brandon,M,"$65,000","$68,415.21",2014
SEA,Lowe,Damion,D,"$57,500","$68,500.00",2014
MTL,Miller,Eric,M/D,"$57,500","$68,500.00",2014
DC,Martin,Collin,M,"$55,000","$69,166.67",2014
POR,Gleeson,Jake,GK,"$66,000","$69,493.44",2014
NYRB,Meara,Ryan,GK,"$68,250","$69,500.00",2014
SEA,Bowen,Tristan,F,"$65,000","$70,000.00",2014
CHV,Correa,Jose Erick,F,"$70,000","$70,000.00",2014
,Gardner,Joshua,M,"$70,000","$70,000.00",2014
RSL,Plata,Joao,F,"$70,000","$70,000.00",2014
TOR,Wiedeman,Andrew,F,"$60,500","$70,500.00",2014
DAL,Garcia,Danny,M,"$55,000","$71,000.00",2014
DC,Jeffrey,Jared,M,"$65,000","$71,200.00",2014
NYRB,Miazga,Matt,D,"$65,000","$71,250.00",2014
ORL,Molino,Kevin,M,"$60,000","$71,400.00",2014
SJ,Harden,Ty,D,"$68,250","$71,665.21",2014
RSL,Mansally,Kenny,F,"$65,000","$72,000.00",2014
VAN,Tornaghi,Paolo,GK,"$72,000","$72,000.00",2014
TOR,Hamilton,Jordan,F,"$60,000","$72,500.00",2014
HOU,Horst,David,D,"$70,000","$72,750.00",2014
HOU,Cochran,AJ,D,"$57,500","$73,500.00",2014
PHI,Hernandez,Cristhian,M,"$72,500","$74,375.00",2014
COL,Piermayr,Thomas,D,"$70,008","$74,429.56",2014
POR,Villafana,Jorge,F,"$72,765","$74,431.67",2014
CLB,Jimenez,Hector,M,"$75,000","$75,000.00",2014
PHI,McLaughlin,James,M,"$66,000","$75,000.00",2014
,Melia,Tim,GK,"$70,000","$75,000.00",2014
TOR,Orr,Bradley,D,"$75,000","$75,000.00",2014
SEA,Pappa,Marco,M,"$75,000","$75,000.00",2014
CHI,Pause,Logan,M,"$75,000","$75,000.00",2014
VAN,Teibert,Russell,M,"$70,000","$75,600.00",2014
DAL,Castillo,Fabian,F,"$70,000","$76,250.00",2014
CLB,Paladini,Daniel,M,"$75,000","$76,666.67",2014
KC,Kempin,Jonathan,GK,"$70,000","$77,083.33",2014
TOR,Bekker,Kyle,M,"$51,150","$77,400.00",2014
CHV,Delgado,Marco,M,"$75,000","$77,500.00",2014
CHI,Reynish,Kyle,GK,"$74,000","$78,316.67",2014
CHV,Finley,Ryan,F,"$51,150","$78,650.00",2014
NE,Davies,Charlie,F,"$75,000","$78,940.63",2014
DAL,Acosta,Kellyn,M,"$55,000","$79,000.00",2014
NE,Taylor,Tony,F,"$69,996","$79,371.00",2014
SEA,Pineda,Gonzalo,M,"$80,000","$80,000.00",2014
LA,Riley,James,D,"$80,000","$80,000.00",2014
PHI,White,Ethan,D,"$80,000","$80,000.00",2014
COL,Klute,Chris,D,"$75,000","$80,144.10",2014
ORL,Ceren,Darwin,M,"$50,000","$80,437.50",2014
NE,Knighton,Brad,GK,"$78,100","$80,700.00",2014
CHI,Pongolle,Florent,F,"$72,000","$81,000.00",2014
CHI,Watson,Matt,M,"$71,663","$82,664.99",2014
POR,Zemanski,Ben,M,"$80,850","$83,350.00",2014
MTL,Smith,Blake,M,"$51,150","$84,900.00",2014
SEA,Barrett,Chad,F,"$80,000","$85,000.00",2014
DC,Birnbaum,Steven,D,"$55,000","$85,000.00",2014
COL,Burch,Marc,D,"$85,000","$85,000.00",2014
KC,Gruenebaum,Andy,GK,"$85,000","$85,000.00",2014
PHI,Pfeffer,Zach,M,"$75,000","$85,000.00",2014
VAN,Hurtado,Erik,F/M,"$51,150","$86,150.00",2014
NE,Neumann,Stephen,M-F,"$65,000","$86,250.00",2014
NE,Barnes,Darrius,D,"$80,000","$86,666.67",2014
COL,Irwin,Clint,GK,"$75,000","$87,000.00",2014
CHI,Palmer,Lovel,M,"$82,500","$87,000.00",2014
TOR,Henry,Doneil,D,"$75,000","$87,083.33",2014
MTL,Danso,Mamadou,D,"$87,500","$87,500.00",2014
CLB,Wahl,Tyson,D,"$85,000","$89,666.67",2014
RSL,Allen,Jordan,M/F,"$80,000","$90,000.00",2014
KC,Claros,Jorge,M,"$90,000","$90,000.00",2014
LA,Husidic,Baggio,M,"$90,000","$90,000.00",2014
NYRB,Luyindula,Peguy,F,"$90,000","$90,000.00",2014
CHV,Pelletieri,Agustin,M,"$90,000","$90,000.00",2014
LA,Friend,Rob,F,"$85,000","$91,000.00",2014
KC,Zizzo,Sal,F,"$77,000","$91,045.71",2014
VAN,Leveron,Johnny,D,"$80,000","$91,187.50",2014
CLB,Meram,Justin,F,"$67,452","$91,827.00",2014
TOR,Morgan,Ashtone,D,"$80,000","$92,000.00",2014
SEA,Yedlin,DeAndre,D,"$80,000","$92,000.00",2014
KC,Dwyer,Dom,F,"$80,000","$92,500.00",2014
COL,Hairston,Marlon,M,"$70,000","$93,000.00",2014
CHV,Jean-Baptiste,Andrew,D,"$80,000","$95,000.00",2014
CHI,Shipp,Harrison,F,"$70,000","$95,000.00",2014
DAL,Cabrera,Walter,D,"$84,000","$96,000.00",2014
DC,Korb,Chris,D,"$90,000","$97,298.33",2014
HOU,Deric,Tyler,GK,"$90,000","$97,666.67",2014
DAL,Benitez,Jair,D,"$97,875","$97,875.00",2014
VAN,Manneh,Kekuta,F,"$70,000","$99,500.00",2014
SJ,Gorlitz,Andreas,D,"$90,000","$99,737.19",2014
NE,Mullins,Patrick,F,"$70,000","$100,000.00",2014
POR,Paparatto,Norbeto,D,"$100,000","$100,000.00",2014
MTL,Pearce,Heath,D,"$100,000","$100,000.00",2014
NE,Shuttleworth,Robert,GK,"$90,000","$100,000.00",2014
NYRB,Perrinelle,Damien,D,"$100,008","$100,008.00",2014
TOR,Creavalle,Warren,D,"$90,000","$100,500.00",2014
PHI,Fabinho,,D,"$96,000","$100,500.00",2014
PHI,Berry,Austin,D,"$86,994","$101,994.00",2014
PHI,Lahoud,Michael,M,"$99,000","$102,333.33",2014
NE,Tierney,Chris,D-M,"$100,000","$103,333.33",2014
KC,Opara,Ike,D,"$97,500","$103,750.00",2014
DC,Inkoom,Samuel,D,"$84,000","$103,875.00",2014
NYRB,Kimura,Kosuke,D,"$105,000","$105,000.00",2014
LA,Ribeiro Da Sliva,Leonardo,D,"$105,000","$105,000.00",2014
DAL,Seitz,Chris,GK,"$105,000","$105,000.00",2014
HOU,Cascio,Tony,M,"$71,390","$105,140.00",2014
CHV,Zavaleta,Eriq,F,"$75,000","$105,600.00",2014
DC,Neal,Lewis,M,"$100,000","$106,440.63",2014
COL,Alvarez,Carlos,M,"$73,150","$108,150.00",2014
HOU,Lopez,Alexander,M,"$90,000","$110,000.00",2014
MTL,Nakajima-Farran,Issey,M,"$90,000","$110,000.00",2014
SEA,Neagle,Lamar,M,"$110,000","$110,000.00",2014
KC,Sapong,CJ,F,"$95,000","$112,000.00",2014
PHI,Blake,Andre,GK,"$75,000","$113,000.00",2014
POR,Tshuma,Schillo,F,"$75,000","$113,000.00",2014
DAL,Luccin,Peter,M,"$75,000","$114,333.33",2014
DC,Hamid,Bill,GK,"$100,000","$114,750.00",2014
KC,Peterson,Jacob,F,"$110,000","$114,833.33",2014
VAN,Alderson,Bryce,M,"$100,000","$115,000.00",2014
TOR,Hall,Jeremy,D,"$105,000","$115,000.00",2014
NYCFC,Brovsky,Jeb,M,"$115,000","$119,000.00",2014
POR,Alhassan,Kalif,M,"$120,000","$120,000.00",2014
DAL,Hedges,Matt,D,"$120,000","$120,000.00",2014
KC,Kronberg,Eric,GK,"$120,000","$120,000.00",2014
PHI,MacMath,Zac,GK,"$120,000","$120,000.00",2014
MTL,Soriola,Gege,D,"$120,000","$120,000.00",2014
KC,Steuble,Martin,M,"$120,000","$120,000.00",2014
POR,Zakuani,Steve,F,"$120,000","$120,000.00",2014
CHV,Sturgis,Nathan,D-M,"$114,000","$120,333.33",2014
DC,DeLeon,Nick,M,"$85,690","$120,690.00",2014
HOU,Johnson,Jason,F,"$80,000","$121,000.00",2014
NE,Imbongo,Dimitry,F,"$112,500","$122,375.00",2014
CHV,Burling,Bobby,D,"$115,000","$122,500.00",2014
SJ,Pintos,Pablo,D,"$60,000","$122,500.00",2014
COL,Brown,Deshorn,F,"$75,000","$123,000.00",2014
VAN,Harvey,Jordan,D,"$123,750","$123,750.00",2014
RSL,Garcia,Olmes,F,"$125,000","$125,000.00",2014
POR,Harrington,Michael,M-D,"$125,000","$125,000.00",2014
CHV,Lochhead,Tony,D,"$125,000","$125,000.00",2014
NYRB,Robles,Luis,GK,"$100,000","$125,000.00",2014
CLB,Williams,Josh,D,"$125,000","$125,000.00",2014
DAL,Watson,JeVaughn,M,"$110,000","$126,875.00",2014
COL,Powers,Dillon,M,"$95,150","$127,650.00",2014
TOR,Moore,Luke,F,"$120,000","$128,333.33",2014
NYRB,Alexander,Eric,M,"$115,000","$128,750.00",2014
NYRB,Lozano,Armando,D,"$120,000","$130,000.00",2014
SJ,Bingham,David,GK,"$85,910","$130,285.00",2014
PHI,Williams,Sheanon,F,"$125,000","$130,500.00",2014
HOU,Brunner,Eric,D,"$130,000","$130,625.00",2014
PHI,Cruz,Danny,M,"$125,000","$131,666.67",2014
KC,Sinovic,Seth,M-D,"$125,000","$131,750.00",2014
SEA,Traore,Djimi,D,"$132,000","$132,000.00",2014
POR,Jewsbury,Jack,D,"$115,000","$132,500.00",2014
NE,McCarthy,Stephen,M,"$101,332","$132,582.00",2014
SJ,Salinas,Shea,M,"$130,000","$133,333.33",2014
CHI,Alex,,M,"$123,750","$133,700.00",2014
DC,Silva,Luis,M,"$99,440","$134,440.00",2014
CLB,Arrieta,Jairo,F,"$135,000","$135,000.00",2014
CHV,Avila,Eric,M,"$115,000","$135,000.00",2014
NE,Dorman,Andy,M,"$135,000","$135,000.00",2014
NYRB,Sam,Lloyd,F,"$136,500","$136,500.00",2014
NE,Kobayashi,Daigo,M,"$125,000","$136,666.67",2014
NE,Fagundez,Diego,F,"$110,000","$137,200.00",2014
CLB,Clark,Steven,GK,"$135,000","$138,333.33",2014
LA,Penedo,Jaime,GK,"$135,000","$138,562.50",2014
COL,Knight,Zat,D,"$120,000","$139,583.33",2014
SJ,Stewart,Jordan,M-D,"$140,000","$140,000.00",2014
DAL,Pereira,Michel,M/D,"$120,000","$141,500.00",2014
SJ,Bernardez,Victor,D,"$100,008","$141,608.00",2014
CLB,Viana,Agustin,D-M,"$115,000","$141,666.67",2014
VAN,Salgado,Omar,F,"$100,000","$141,868.67",2014
TOR,Osorio,Jonathan,M,"$135,000","$142,599.68",2014
VAN,Fernandez,Sebastian,M,"$143,000","$143,000.00",2014
TOR,Warner,Collen,M-F,"$115,500","$143,000.00",2014
NE,Alston,Kevin,D,"$125,000","$143,333.33",2014
NE,Bengtson,Jerry,F,"$144,000","$144,000.00",2014
HOU,Driver,Andrew,M,"$130,000","$144,583.33",2014
SJ,Thompson,Tommy,M,"$140,000","$145,000.00",2014
CHI,Cocis,Razvan,M,"$140,004","$146,670.67",2014
TOR,Bendik,Joe,GK,"$140,000","$147,375.00",2014
NYRB,Convey,Bobby,M,"$137,500","$147,500.00",2014
DC,Espindola,Fabian,F,"$150,000","$150,000.00",2014
POR,Fernandez,Gaston,F,"$150,000","$150,000.00",2014
SEA,Frei,Stefan,GK,"$150,000","$150,000.00",2014
HOU,Garrido,Luis,M,"$150,000","$150,000.00",2014
SEA,Gonzalez,Leonardo,D,"$150,000","$150,000.00",2014
CHI,Ianni,Patrick,D,"$150,000","$150,000.00",2014
CLB,Trapp,Wil,M,"$125,000","$152,000.00",2014
CHV,Torres,Erick,F,"$152,004","$152,004.00",2014
MTL,Krol,Krzysztof,D,"$153,000","$153,000.00",2014
COL,LaBrocca,Nick,M,"$135,000","$153,333.33",2014
CLB,Francis,Waylon,D,"$125,000","$153,875.00",2014
CHI,Nyassi,Sanna,M,"$147,000","$154,625.00",2014
LA,DeLaGarza,AJ,D,"$132,500","$155,000.00",2014
KC,Lopez,Mikey,M,"$85,000","$157,000.00",2014
NE,Soares,AJ,D,"$119,180","$159,180.00",2014
SEA,Anibaba,Jalil,D,"$119,620","$159,620.00",2014
DAL,Zimmerman,Walker,D,"$80,000","$160,100.00",2014
LA,Dunivant,Todd,D,"$140,000","$160,750.00",2014
VAN,Dean,Christian,D,"$80,000","$161,000.00",2014
RSL,Schuler,Chris,D,"$145,000","$162,000.00",2014
NYRB,Sene,Saer,F,"$152,145","$163,682.54",2014
LA,Rogers,Robbie,F,"$160,000","$167,500.00",2014
CHV,Minda,Oswaldo,M,"$150,000","$168,750.00",2014
TOR,Morrow,Justin,D,"$160,000","$169,562.50",2014
POR,Chara,Diego,M,"$170,000","$170,000.00",2014
RSL,Wingert,Chris,D,"$163,590","$170,590.00",2014
COL,Mwanga,Danny,F,"$130,000","$171,250.00",2014
HOU,Bruin,Will,F,"$127,500","$172,500.00",2014
TOR,DeRosario,Dwayne,M,"$137,000","$173,000.00",2014
CHI,Segares,Gonzalo,D,"$160,000","$173,333.33",2014
HOU,Ashe,Corey,M,"$165,000","$174,750.00",2014
MTL,Mapp,Justin,M,"$162,250","$174,750.00",2014
CHI,Anangono,Juan Luis,F,"$175,000","$175,000.00",2014
RSL,Grabavoy,Ned,M,"$160,000","$175,000.00",2014
CLB,Tchani,Tony,M,"$150,000","$175,000.00",2014
POR,Wallace,Rodney,M-D,"$150,000","$175,000.00",2014
NE,Farrell,Andrew,D,"$95,000","$176,000.00",2014
DAL,Moffat,Adam,M,"$165,000","$176,608.33",2014
DAL,Loyd,Zach,M,"$155,000","$176,666.67",2014
VAN,Beitashour,Steven,D,"$170,000","$177,166.67",2014
NYCFC,Jacobson,Andrew,M,"$180,000","$180,000.00",2014
DAL,Thomas,Hendry,M,"$180,000","$180,000.00",2014
NE,Rowe,Kelyn,M,"$100,000","$181,000.00",2014
SJ,Busch,Jon,GK,"$173,250","$184,583.33",2014
KC,Dovale,Toni,D,"$180,000","$185,000.00",2014
KC,Myers,Chance,D-M,"$160,000","$185,000.00",2014
PHI,Carroll,Brian,M,"$185,220","$185,220.00",2014
RSL,Beltran,Anthony,D,"$186,450","$186,450.00",2014
SJ,Cronin,Sam,M,"$185,000","$187,500.00",2014
DC,Boswell,Bobby,D,"$189,667","$189,666.60",2014
SJ,Harris,Atiba,M-F,"$181,500","$189,775.00",2014
