Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
NYCFC,Wingert,Chris,D,"$215,000","$215,000.00",2015
CHI,Nyarko,Patrick,F,"$200,000","$215,750.00",2015
PHI,Maidana,Cristian,F,"$203,500","$217,250.00",2015
CLB,Mabwati,Cedrick,M,"$201,429","$220,178.52",2015
NE,Rowe,Kelyn,M,"$140,000","$221,000.00",2015
LA,Zardes,Gyasi,F,"$150,000","$223,000.00",2015
DC,Rolfe,Chris,F,"$210,000","$225,000.00",2015
DAL,Soumare,Bakary,D,"$225,000","$225,000.00",2015
NYCFC,Calle,Javier,M,"$200,000","$225,750.00",2015
VAN,Waston,Kendall,D,"$225,000","$226,250.00",2015
CHI,Cocis,Razvan,M,"$220,000","$226,666.67",2015
MTL,Donadel,Marco,M,"$190,004","$226,670.59",2015
LA,Vayrynen,Mika,M,"$204,996","$227,496.00",2015
ORL,Hall,Tally,GK,"$215,000","$228,500.00",2015
,Hurtado,Jhon Kennedy,D,"$230,000","$230,000.00",2015
KC,Nagamura,Paulo,M,"$230,000","$230,000.00",2015
DAL,Kennedy,Dan,GK,"$233,000","$233,000.00",2015
DC,Franklin,Sean,D,"$202,500","$234,166.67",2015
TOR,Moore,Luke,F,"$215,000","$235,500.00",2015
HOU,Sarkodie,Kofi,D,"$190,000","$235,500.00",2015
NE,Bunbury,Teal,F,"$195,000","$240,000.00",2015
SJ,Perez,Matias,M,"$240,000","$240,000.00",2015
NYRB,Sam,Lloyd,F,"$230,000","$240,000.00",2015
VAN,Koffie,Gershon,M,"$230,000","$241,000.00",2015
SJ,Bernardez,Victor,D,"$200,000","$241,600.00",2015
CHI,Filho,Adailton,D,"$200,000","$244,500.00",2015
POR,Borchers,Nat,D,"$235,000","$245,000.00",2015
MTL,Camara,Hassoun,D/M,"$235,000","$246,625.00",2015
KC,Mustivar,Soni,M,"$250,000","$250,000.00",2015
KC,Nemeth,Krisztian,F,"$250,000","$250,000.00",2015
MTL,Oduro,Dominic,F,"$250,000","$251,666.67",2015
CHI,Johnson,Sean,GK,"$250,000","$253,000.00",2015
TOR,Findley,Robbie,F,"$225,000","$255,500.00",2015
DC,Kitchen,Perry,D,"$172,000","$257,450.00",2015
HOU,Barnes,Giles,M,"$247,500","$258,375.00",2015
TOR,Cheyrou,Benoit,M,"$250,000","$259,333.29",2015
POR,Kwarasey,Adam,GK,"$260,000","$260,000.00",2015
SJ,Pierazzi,Jean Baptiste,M,"$260,000","$260,000.00",2015
LA,Ricketts,Donovan,GK,"$260,000","$260,000.00",2015
TOR,Gomez,Herculez,F,"$240,000","$261,000.00",2015
NYRB,McCarty,Dax,M,"$220,000","$262,500.00",2015
CLB,Pogatetz,Emanuel,D,"$250,000","$262,500.00",2015
POR,Nagbe,Darlington,M/F,"$244,000","$263,000.00",2015
VAN,Rosales,Mauro,M,"$215,000","$265,000.00",2015
RSL,Jaime,Sebastian,F,"$200,000","$266,666.67",2015
COL,Moor,Drew,D,"$258,500","$270,500.00",2015
CHI,Larentowicz,Jeff,D,"$265,000","$271,000.00",2015
VAN,Mattocks,Darren,F,"$180,000","$272,000.00",2015
COL,Torres,Gabriel,F,"$262,000","$274,500.00",2015
COL,Powers,Dillon,M,"$245,000","$275,000.00",2015
MTL,Reo-Coker,Nigel,D-M,"$275,000","$275,000.00",2015
ORL,Rochez,Bryan,F,"$200,000","$279,500.00",2015
PHI,Wenger,Andrew,D/F,"$180,000","$282,000.00",2015
PHI,Le Toux,Sebastien,M,"$275,000","$285,228.13",2015
MTL,Cooper,Kenny,F,"$220,000","$285,625.00",2015
COL,Sanchez,Vicente,F,"$210,000","$286,666.67",2015
SEA,Marshall,Chad,D,"$275,000","$291,666.67",2015
RSL,Morales,Javier,M,"$300,000","$300,000.00",2015
KC,Okugo,Amobi,M,"$275,000","$300,000.00",2015
RSL,Olave,Jamison,D,"$290,000","$300,000.00",2015
CLB,Parkhurst,Michael,D,"$275,000","$300,000.00",2015
VAN,Ousted,David,GK,"$286,000","$302,570.00",2015
SEA,Evans,Brad,F,"$276,665","$302,666.25",2015
HOU,Boniek Garcia,Oscar,F,"$245,000","$303,750.00",2015
NYRB,Zubar,Ronald,D,"$240,000","$320,000.00",2015
VAN,Laba,Matias,M,"$325,000","$325,000.00",2015
ORL,Mateos,David,D,"$300,000","$325,000.00",2015
PHI,Nogueira,Vincent,M,"$330,000","$330,000.00",2015
CLB,McInerney,Jack,F,"$270,000","$334,166.67",2015
POR,Johnson,Will,F,"$314,000","$334,333.33",2015
RSL,Gil,Luis,M,"$240,000","$335,083.33",2015
DC,Halsti,Markus,M,"$275,000","$336,833.33",2015
HOU,Clark,Ricardo,M,"$304,000","$337,750.00",2015
DAL,Texeira,David,F,"$338,000","$338,000.00",2015
SJ,Goodson,Clarence,D,"$315,000","$342,000.00",2015
TOR,Kantari,Ahmed,D,"$300,000","$345,000.00",2015
LA,Juninho,,M,"$350,000","$350,000.00",2015
PHI,Aristeguieta,Fernando,F,"$350,004","$350,004.00",2015
HOU,Rodriguez,Raul,D,"$325,000","$354,333.33",2015
KC,Feilhaber,Benny,M,"$350,000","$362,187.50",2015
RSL,Rimando,Nick,GK,"$350,000","$370,000.00",2015
TOR,Perquis,Damien,D,"$323,000","$372,500.00",2015
DAL,Perez,Blas,F,"$350,000","$374,250.00",2015
DC,Pontius,Chris,M-F,"$365,000","$396,000.00",2015
MTL,Piatti,Ignacio,M,"$400,000","$400,000.00",2015
PHI,Vitoria,Steven,D,"$400,000","$400,000.00",2015
MTL,Ciman,Laurent,D,"$370,000","$401,666.67",2015
DC,Hamid,Bill,GK,"$360,000","$405,500.00",2015
COL,Sarvas,Marcelo,M,"$360,000","$425,000.00",2015
HOU,Torres,Erick,F,"$350,000","$425,000.00",2015
NE,Agudelo,Juan,F,"$400,000","$427,500.00",2015
DAL,Diaz,Mauro,M,"$364,000","$442,400.00",2015
HOU,Davis,Brad,M,"$400,000","$445,500.00",2015
CHI,Magee,Mike,F,"$400,000","$467,500.00",2015
NE,Goncalves,Jose,D,"$450,000","$479,375.00",2015
DC,Saborio,Alvaro,F,"$400,000","$493,333.33",2015
SEA,Torres,Roman,D,"$438,000","$513,812.50",2015
KC,Dwyer,Dom,F,"$400,000","$518,750.00",2015
ORL,Shea,Brek,M-D,"$475,000","$520,000.00",2015
ORL,Collin,Aurelien,D,"$500,000","$525,000.00",2015
CLB,Kamara,Kei,F,"$400,000","$536,666.67",2015
NYRB,Kljestan,Sacha,M,"$400,000","$537,500.00",2015
POR,Valeri,Diego,M,"$550,000","$550,000.00",2015
CLB,Sauro,Gaston,D,"$583,200","$599,512.50",2015
NYRB,Wright-Phillips,Bradley,F,"$600,000","$660,000.00",2015
PHI,Barnetta,Tranquillo,M,"$624,000","$661,500.00",2015
POR,Adi,Fanendo,F,"$651,500","$664,000.00",2015
SJ,Wondolowski,Chris,M,"$625,000","$675,000.00",2015
KC,Zusi,Graham,F-M,"$650,000","$682,102.27",2015
KC,Besler,Matt,D,"$650,000","$683,250.00",2015
RSL,Beckerman,Kyle,M,"$625,000","$700,000.00",2015
CHI,Accam,David,F,"$650,000","$720,937.50",2015
NYCFC,Diskerud,Mix,M,"$750,000","$750,000.00",2015
KC,Espinoza,Roger,M,"$750,000","$750,000.00",2015
PHI,Edu,Maurice,M,"$700,000","$768,750.00",2015
SEA,Alonso,Osvaldo,M,"$748,000","$789,667.00",2015
POR,Melano,Lucas,F,"$799,992","$799,992.00",2015
HOU,Beasley,DaMarcus,D,"$750,000","$813,333.33",2015
VAN,Rivero,Octavio,F,"$890,850","$890,850.00",2015
CHI,Igboananike,Kennedy,F,"$800,000","$901,666.67",2015
RSL,Martinez,Juan Manuel,F,"$710,000","$1,108,666.67",2015
CHI,Junior,Gilberto,F,"$1,144,992","$1,144,992.00",2015
POR,Ridgewell,Liam,D,"$1,000,000","$1,150,000.00",2015
COL,Doyle,Kevin,F,"$1,125,000","$1,170,000.00",2015
CLB,Higuain,Federico,M-F,"$1,175,000","$1,175,000.00",2015
SEA,Valdez,Nelson,F,"$960,000","$1,215,000.00",2015
SJ,Emeghara,Innocent,F,"$988,000","$1,300,000.00",2015
VAN,Morales,Pedro,M,"$1,190,000","$1,410,900.00",2015
LA,Gonzalez,Omar,D,"$1,200,000","$1,450,000.00",2015
MTL,Drogba,Didier,F,"$1,666,668","$2,166,668.00",2015
NYCFC,Pirlo,Andrea,M,"$2,000,004","$2,315,694.00",2015
SEA,Martins,Obafemi,F,"$2,400,000","$3,000,000.00",2015
NE,Jones,Jermaine,M,"$2,800,000","$3,052,500.00",2015
LA,Keane,Robbie,F,"$4,500,000","$4,500,000.00",2015
SEA,Dempsey,Clint,F,"$3,913,008","$4,605,941.50",2015
TOR,Altidore,Jozy,F,"$4,750,000","$4,750,000.00",2015
NYCFC,Villa,David,F,"$5,610,000","$5,610,000.00",2015
LA,Dos Santos,Giovani,M,"$4,000,008","$5,750,008.00",2015
NYCFC,Lampard,Frank,M,"$6,000,000","$6,000,000.00",2015
LA,Gerrard,Steven,M,"$6,200,004","$6,332,504.00",2015
TOR,Bradley,Michael,M,"$6,000,000","$6,500,000.00",2015
TOR,Giovinco,Sebastian,M,"$5,600,000","$7,115,555.67",2015
ORL,Kaka,,M,"$6,660,000","$7,167,500.00",2015
