Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
TOR,Beitashour,Steven,D,"$250,000.00","$264,000.00",2017
MTL,Beland-Goyette,Louis,M,"$53,000.00","$54,250.00",2017
RSL,Beltran,Anthony,D,"$220,000.00","$230,950.00",2017
ORL,Bendik,Joe,GK,"$165,000.00","$174,083.40",2017
MTL,Bernardello,Hernan,M,"$288,000.00","$288,000.00",2017
SJ,Bernardez,Victor,D,"$225,000.00","$266,600.00",2017
COL,Berner,John,GK,"$66,150.00","$66,150.00",2017
MTL,Bernier,Patrice,M,"$165,000.00","$165,000.00",2017
SJ,Bersano,Matt,GK,"$65,004.00","$65,004.00",2017
KC,Besler,Matt,D,"$725,000.00","$758,250.00",2017
NYRB,Bilyeu,Justin,D,"$54,075.00","$54,075.00",2017
SJ,Bingham,David,GK,"$190,000.00","$197,750.00",2017
DC,Birnbaum,Steven,D,"$474,996.00","$499,996.00",2017
MTL,Bitolo,Ambroise,D,"$100,000.00","$100,000.00",2017
PHI,Blake,Andre,GK,"$148,500.00","$186,500.00",2017
POR,Blanco,Sebastian,M,"$1,000,008.00","$1,075,008.00",2017
KC,Blessing,Latif,F,"$65,004.00","$74,379.00",2017
ATL,Bloom,Mark,D,"$99,225.00","$106,573.89",2017
LA,Boateng,Emmanuel,F,"$115,000.00","$115,000.00",2017
VAN,Bolanos,Christian,M,"$250,000.00","$253,500.00",2017
TOR,Bono,Alex,GK,"$70,000.00","$90,200.00",2017
DC,Boswell,Bobby,D,"$260,000.00","$260,000.00",2017
TOR,Bradley,Michael,M,"$6,000,000.00","$6,500,000.00",2017
NYCFC,Brilliant,Frederic,D,"$280,000.00","$319,666.67",2017
CHI,Bronico,Brandt,M,"$65,004.00","$65,004.00",2017
HOU,Brown,Calle,GK,"$65,000.00","$65,000.00",2017
SEA,Bruin,Will,F,"$325,000.00","$326,666.67",2017
DC,Buescher,Julian,M,"$80,000.00","$94,700.00",2017
NE,Bunbury,Teal,F,"$215,000.00","$260,000.00",2017
MNUFC,Burch,Marc,D,"$135,000.00","$135,000.00",2017
COL,Burling,Bobby,D,"$120,000.00","$126,000.00",2017
MTL,Bush,Evan,GK,"$136,750.00","$136,750.00",2017
VAN,Bustos,Marco,M,"$65,625.00","$70,475.00",2017
HOU,Cabezas,Juan David,M,"$243,000.00","$267,000.00",2017
MTL,Cabrera,Victor,D,"$260,000.00","$260,000.00",2017
NE,Caldwell,Scott,M,"$115,000.00","$125,000.00",2017
CHI,Calistri,Joey,M,"$54,075.00","$54,075.00",2017
NYCFC,Callens,Alexander,D,"$180,000.00","$180,000.00",2017
COL,Calvert,Caleb,F,"$100,000.00","$107,500.00",2017
MNUFC,Calvo,Francisco,D,"$300,000.00","$330,843.63",2017
MTL,Camara,Hassoun,D,"$255,000.00","$255,000.00",2017
NYCFC,Camargo,Miguel,M,"$99,999.96","$108,249.96",2017
TOR,Camargo,Sergio,M,"$65,004.00","$65,004.00",2017
CHI,Campbell,Jonathan,D,"$101,750.00","$109,875.00",2017
DAL,Cannon,Reggie,D,"$53,000.04","$53,000.04",2017
ATL,Carleton,Andrew,F,"$65,000.00","$77,400.00",2017
ATL,Carmona,Carlos,M,"$675,000.00","$725,000.00",2017
ORL,Carrasco,Servando,M,"$114,996.00","$114,996.00",2017
PHI,Carroll,Brian,M,"$132,000.00","$140,000.00",2017
COL,Castillo,Dennis,D,"$54,075.00","$54,075.00",2017
SJ,Cato,Cordell,M,"$137,000.00","$138,666.67",2017
SJ,Ceren,Darwin,M,"$200,000.00","$249,375.00",2017
DAL,Cermeno,Carlos,M,"$120,000.00","$123,000.00",2017
DAL,Chala,Anibal,D,"$250,000.08","$333,000.08",2017
NYCFC,Chanot,Maxime,D,"$350,000.00","$383,000.00",2017
TOR,Chapman,Jay,M,"$90,000.00","$108,500.00",2017
POR,Chara,Diego,M,"$500,000.00","$522,000.00",2017
TOR,Cheyrou,Benoit,M,"$65,004.00","$65,004.00",2017
MTL,Choiniere,David,M,"$54,075.00","$54,075.00",2017
MTL,Ciman,Laurent,D,"$630,000.00","$661,666.67",2017
HOU,Clark,Ricardo,M,"$335,160.00","$372,660.00",2017
POR,Clarke,Rennico,D,"$53,004.00","$58,004.00",2017
CHI,Cleveland,Stefan,GK,"$53,004.00","$53,004.00",2017
LA,Cole,Ashley,D,"$350,000.00","$377,625.00",2017
NYRB,Collin,Aurelien,D,"$450,000.00","$450,000.00",2017
DAL,Colman,Cristian,F,"$300,000.00","$385,000.00",2017
SJ,Colvey,Kip,D,"$54,075.00","$54,075.00",2017
CHI,Conner,Drew,M,"$65,625.00","$65,625.00",2017
TOR,Cooper,Armando,M,"$189,000.00","$202,333.33",2017
DAL,Craft,Coy,F-M,"$85,000.00","$102,083.33",2017
PHI,Creavalle,Warren,M,"$125,000.00","$138,000.00",2017
MTL,Crepeau,Maxime,GK,"$75,000.00","$79,083.33",2017
CLB,Crognale,Alex,D,"$84,996.00","$84,996.00",2017
MNUFC,Cronin,Sam,M,"$300,000.00","$306,250.00",2017
NE,Cropper,Cody,F,"$65,625.00","$65,625.00",2017
SJ,Cummings,Harold,D,"$249,996.00","$300,662.67",2017
COL,Da Fonte,Mike,D,"$65,004.00","$65,004.00",2017
HOU,Da Silva,Leonardo,D,"$140,004.00","$147,670.67",2017
ORL,Da Silva,Pierre,M,"$53,004.00","$53,004.00",2017
MNUFC,Danladi,Abu,F,"$125,000.04","$176,000.04",2017
VAN,Davies,Alphonso,M,"$65,000.00","$65,000.00",2017
PHI,Davies,Charlie,F,"$108,960.00","$114,684.94",2017
MNUFC,Davis,Justin,D,"$80,000.00","$89,750.00",2017
NYRB,Davis,Sean,M,"$110,000.00","$127,500.00",2017
SJ,Dawkins,Simon,M,"$800,000.00","$800,000.00",2017
VAN,de Jong,Marcel,D-M,"$140,000.00","$140,000.00",2017
CHI,De Leeuw,Michael,F,"$500,000.00","$564,212.50",2017
CLB,De Lima Junior,Artur,M,"$80,004.00","$99,879.00",2017
MNUFC,De Villardi,Thomas,D,"$53,004.00","$53,004.00",2017
VAN,Dean,Christian,D,"$121,000.00","$202,000.00",2017
CHI,Dekovic,Matej,D,"$65,004.00","$65,004.00",2017
HOU,DeLaGarza,AJ,D,"$250,000.00","$252,500.00",2017
SEA,Delem,Jordy,M,"$53,004.00","$53,004.00",2017
DC,DeLeon,Nick,M,"$255,000.00","$255,000.00",2017
TOR,Delgado,Marco,M,"$210,000.00","$210,000.00",2017
MNUFC,Demidov,Vadim,D,"$550,008.00","$555,008.00",2017
SEA,Dempsey,Clint,F,"$3,200,000.00","$3,892,933.50",2017
MTL,Depuy,Nick,F,"$65,000.04","$72,500.04",2017
HOU,Deric,Tyler,GK,"$185,000.00","$185,000.00",2017
LA,Diallo,Bradley,D,"$65,004.00","$65,004.00",2017
DAL,Diaz,Mauro,M,"$784,000.00","$880,890.00",2017
LA,Diop,Clement,GK,"$65,625.00","$65,625.00",2017
NYCFC,Diskerud,Mix,M,"$772,669.00","$772,669.00",2017
MTL,Donadel,Marco,M,"$349,992.00","$386,658.67",2017
ORL,Donovan,Conor,D,"$100,000.00","$128,000.00",2017
CHI,Doody,Patrick,D,"$65,000.00","$65,000.00",2017
LA,Dos Santos,Giovani,F,"$3,750,000.00","$5,500,000.00",2017
COL,Doyle,Kevin,F,"$1,000,000.00","$1,045,000.00",2017
CLB,Duka,Dilly,M,"$175,000.00","$175,000.00",2017
RSL,Dunk,Reagan,D,"$53,004.00","$53,004.00",2017
DC,Durkin,Chris,D-M,"$70,000.00","$79,166.67",2017
MTL,Duvall,Chris,D,"$70,875.00","$70,875.00",2017
KC,Dwyer,Dom,F,"$550,000.00","$668,750.00",2017
KC,Dykstra,Andrew,GK,"$80,004.00","$87,654.51",2017
POR,Ebobisse,Jeremy,F,"$130,000.00","$173,000.00",2017
VAN,Edgar,David,D,"$175,000.00","$183,833.33",2017
PHI,Edu,Maurice,M,"$750,000.00","$818,750.00",2017
ORL,Edwards,Earl,GK,"$65,000.00","$65,000.00",2017
TOR,Edwards,Raheem,F,"$53,004.00","$53,004.00",2017
HOU,Elis,Alberth,F,"$423,000.00","$423,000.00",2017
PHI,Elliott,Jack,D,"$53,004.00","$53,004.00",2017
KC,Ellis,Kevin,D,"$140,004.00","$148,337.33",2017
TOR,Endoh,Tsubasa,F,"$54,075.00","$54,075.00",2017
PHI,Epps,Marcus,M,"$53,004.00","$53,004.00",2017
HOU,Escalante,Jose,M,"$53,004.00","$53,004.00",2017
KC,Espinoza,Roger,M,"$850,000.00","$850,000.00",2017
NYRB,Etienne,Derrick,M,"$53,000.00","$58,000.00",2017
LAFC,Etim,Monday Bassey,M,"$53,004.00","$53,004.00",2017
SEA,Evans,Brad,D-M,"$300,000.00","$338,501.25",2017
PHI,Fabinho,Fabinho,D,"$159,759.00","$167,759.00",2017
NE,Fagundez,Diego,M,"$160,000.00","$180,000.00",2017
POR,Farfan,Marco,D,"$53,000.00","$53,000.00",2017
NE,Farrell,Andrew,D,"$182,600.00","$263,600.00",2017
KC,Feilhaber,Benny,M,"$600,000.00","$600,000.00",2017
KC,Fernandes,Gerso,M-F,"$550,008.00","$591,258.00",2017
SEA,Fernandez,Alvaro,M,"$264,000.00","$294,000.00",2017
CHI,Fernandez,Collin,M,"$85,000.00","$87,000.00",2017
RSL,Fernandez,Eduardo,GK,"$66,150.00","$66,150.00",2017
DAL,Ferreira,Jesus,F,"$53,000.00","$53,000.00",2017
DAL,Figueroa,Maynor,D,"$320,000.00","$343,333.33",2017
CLB,Finlay,Ethan,M,"$290,000.00","$290,000.00",2017
MTL,Fisher,Kyle,D,"$53,004.00","$53,004.00",2017
SEA,Fisher,Oniel,M-D,"$65,625.00","$65,625.00",2017
VAN,Flores,Deybi,M,"$66,000.00","$71,885.00",2017
COL,Ford,Kortne,D,"$69,996.00","$76,996.00",2017
SJ,Francis,Shaun,D,"$115,000.00","$123,333.33",2017
CLB,Francis,Waylon,D,"$227,500.00","$251,875.00",2017
DC,Franklin,Sean,D,"$258,756.00","$283,756.00",2017
SEA,Frei,Stefan,GK,"$250,000.00","$256,250.00",2017
VAN,Froese,Kianz,M,"$69,300.00","$73,800.00",2017
PHI,Gaddis,Raymon,D,"$165,000.00","$167,500.00",2017
HOU,Garcia,Boniek,M,"$225,000.00","$247,500.00",2017
ORL,Garcia,Devron,M-F,"$53,004.00","$53,004.00",2017
HOU,Garcia,Kevin,D,"$65,633.40","$65,633.40",2017
LA,Garcia,Rafael,M,"$82,500.00","$82,500.00",2017
ATL,Garza,Greg,D,"$150,000.00","$150,000.00",2017
COL,Gashi,Shkelzen,F,"$1,575,000.00","$1,668,750.00",2017
COL,Gatt,Joshua,M,"$175,008.00","$193,508.00",2017
ORL,Gil,Luis,M,"$144,000.00","$144,000.00",2017
TOR,Giovinco,Sebastian,F,"$5,600,000.00","$7,115,555.67",2017
ORL,Giro,Victor,D-M,"$80,004.00","$85,316.50",2017
RSL,Glad,Justen,D,"$225,000.00","$246,700.00",2017
POR,Gleeson,Jake,GK,"$110,000.00","$115,166.67",2017
SJ,Godoy,Anibal,M,"$229,992.00","$256,242.00",2017
NYCFC,Gomez,Shannon,D,"$54,075.00","$54,075.00",2017
DAL,Gonzalez,Jesse,GK,"$85,000.00","$94,375.00",2017
ATL,Gonzalez Pirez,Leandro,D,"$250,008.00","$285,008.00",2017
CHI,Goossens,John,M,"$230,000.00","$233,333.33",2017
COL,Gordon,Alan,F,"$180,000.00","$180,000.00",2017
ATL,Goslin,Chris,M,"$70,000.00","$74,000.00",2017
DAL,Grana,Hernan,D,"$200,000.04","$225,500.04",2017
MNUFC,Greenspan,Joseph,D,"$65,000.00","$66,469.08",2017
VAN,Greig,Kyle,F,"$65,004.00","$66,849.00",2017
NYRB,Grella,Mike,F,"$186,000.00","$188,250.00",2017
ATL,Gressel,Julian,M,"$75,000.00","$93,750.00",2017
DAL,Gruezo,Carlos,M,"$495,000.00","$731,500.00",2017
DAL,Guillen,Aaron,D,"$54,075.00","$54,075.00",2017
NYRB,Gulbrandsen,Fredrik,F,"$360,000.00","$360,000.00",2017
POR,Guzman,David,M,"$185,004.00","$188,337.33",2017
TOR,Hagglund,Nick,D,"$100,008.00","$109,633.00",2017
COL,Hairston,Marlon,D-M,"$110,004.00","$110,004.00",2017
DC,Hamid,Bill,GK,"$350,000.00","$395,500.00",2017
TOR,Hamilton,Jordan,F,"$69,457.50","$81,957.50",2017
COL,Hamilton,Sam,M,"$65,004.00","$65,004.00",2017
CLB,Hansen,Nikolaj,F,"$65,000.04","$72,500.04",2017
DC,Harkes,Ian,M,"$90,000.00","$123,237.50",2017
CHI,Harrington,Michael,D,"$135,000.00","$135,000.00",2017
DAL,Harris,Atiba,M-F,"$155,004.00","$155,004.00",2017
NYCFC,Harrison,Jack,M,"$130,000.00","$165,500.00",2017
VAN,Harvey,Jordan,D,"$180,000.00","$180,000.00",2017
DAL,Hayes,Jacori,M,"$65,000.04","$72,500.04",2017
ATL,Heath,Harrison,M,"$66,150.00","$66,150.00",2017
MNUFC,Heavner,Billy,GK,"$53,004.00","$53,004.00",2017
DAL,Hedges,Matt,D,"$399,996.00","$424,996.00",2017
PHI,Herbers,Fabian,M-F,"$110,000.00","$135,500.00",2017
NE,Herivaux,Zachary,M,"$65,625.00","$65,625.00",2017
TOR,Hernandez,Jason,D,"$65,004.00","$65,004.00",2017
RSL,Hernandez,Jose,M,"$53,004.00","$56,379.00",2017
NYCFC,Herrera,Yangel,M,"$123,557.04","$123,557.04",2017
CLB,Higuain,Federico,M,"$1,050,000.00","$1,050,000.00",2017
ORL,Higuita,Cristian,M,"$150,000.00","$150,000.00",2017
ORL,Hines,Sebastian,D,"$129,996.00","$129,996.00",2017
SJ,Hoesen,Danny,F,"$425,004.00","$503,129.00",2017
HOU,Holland,Joseph,M,"$53,004.00","$53,004.00",2017
NE,Hollinger-Janzen,Femi,F,"$54,075.00","$54,075.00",2017
DAL,Hollingshead,Ryan,M-D,"$132,500.00","$132,500.00",2017
CLB,Hollingsworth,Marshall,M,"$54,075.00","$54,075.00",2017
RSL,Holness,Omar,F,"$110,000.00","$133,500.00",2017
RSL,Horst,David,D,"$110,004.00","$115,004.00",2017
COL,Howard,Tim,GK,"$2,000,000.00","$2,475,000.00",2017
DAL,Hume,Walker,D,"$53,004.00","$53,004.00",2017
HOU,Hunter,Taylor,D,"$53,004.00","$53,004.00",2017
VAN,Hurtado,Erik,F-M,"$125,000.00","$131,250.00",2017
LA,Husidic,Baggio,M,"$175,000.00","$175,000.00",2017
SJ,Hyka,Jahmir,M,"$470,004.00","$520,004.00",2017
MNUFC,Ibarra,Miguel,M,"$290,004.00","$322,326.00",2017
MNUFC,Ibson,,M,"$200,004.00","$210,337.40",2017
PHI,Ilsinho,,M,"$470,000.00","$518,333.33",2017
SJ,Imperiale,Andres,D,"$105,000.00","$107,500.00",2017
HOU,Iniguez,Agustin,D,"$143,000.00","$143,000.00",2017
TOR,Irwin,Clint,GK,"$200,004.00","$211,316.70",2017
KC,Iwasa,Cameron,F,"$53,004.00","$53,004.00",2017
MTL,Jackson-Hamel,Anthony,F,"$66,150.00","$66,150.00",2017
VAN,Jacobson,Andrew,M,"$150,000.00","$175,000.00",2017
CLB,Jahn,Adam,F,"$92,500.00","$92,500.00",2017
LA,Jamieson,Bradford,F,"$66,150.00","$66,150.00",2017
DC,Jeffrey,Jared,M,"$105,000.00","$115,000.00",2017
CLB,Jimenez,Hector,M,"$150,000.00","$150,000.00",2017
NYCFC,Johansen,Eirik,GK,"$65,625.00","$65,625.00",2017
CHI,Johnson,Daniel,M,"$65,004.00","$65,004.00",2017
NYCFC,Johnson,Sean,GK,"$220,008.00","$220,008.00",2017
ORL,Johnson,Will,M,"$414,000.00","$450,000.00",2017
MNUFC,Jome,Ismaila,M,"$65,004.00","$67,837.33",2017
PHI,Jones,Aaron,D,"$53,004.00","$53,004.00",2017
PHI,Jones,Derrick,M,"$65,000.00","$70,900.00",2017
LA,Jones,Jermaine,M,"$600,000.00","$722,500.20",2017
SEA,Jones,Joevin,D,"$90,000.00","$96,166.67",2017
ATL,Jones,Kenwyne,F,"$390,000.00","$413,333.33",2017
KC,Juliao,Igor,D,"$100,008.00","$115,008.00",2017
SJ,Jungwirth,Florian,D-M,"$450,000.00","$516,667.07",2017
CHI,Juninho,,M,"$700,008.00","$716,674.67",2017
MNUFC,Kadrii,Bashkim,M,"$264,000.00","$288,100.00",2017
ORL,Kaka,,M,"$6,660,000.00","$7,167,500.00",2017
MNUFC,Kallman,Brent,D,"$65,004.00","$68,295.67",2017
DC,Kamara,Alhaji,F,"$80,000.00","$88,250.00",2017
NE,Kamara,Kei,F,"$800,000.00","$800,000.00",2017
CLB,Kamara,Ola,F,"$450,000.00","$482,500.00",2017
KC,Kann,Alec,GK,"$77,004.00","$77,004.00",2017
CHI,Kappelhof,Johan,D,"$530,000.00","$570,000.00",2017
DC,Kemp,Taylor,D,"$120,000.00","$120,000.00",2017
KC,Kempin,Jonathan,GK,"$65,004.00","$65,004.00",2017
CLB,Ketterer,Logan,GK,"$53,004.00","$53,004.00",2017
DC,Klenofsky,Eric,GK,"$53,004.00","$56,754.00",2017
NYRB,Kljestan,Sacha,M,"$650,000.00","$787,500.00",2017
NE,Knighton,Brad,GK,"$100,910.25","$100,910.25",2017
NE,Kobayashi,Daigo,M,"$69,996.00","$76,996.00",2017
NE,Kouassi,Xavier,M,"$840,000.00","$890,541.75",2017
SEA,Kovar,Aaron,M,"$66,150.00","$66,350.00",2017
ATL,Kratz,Kevin,M,"$150,000.00","$164,250.00",2017
MTL,Kronberg,Eric,GK,"$99,999.96","$104,999.96",2017
VAN,Laba,Matias,M,"$725,000.00","$885,500.00",2017
NYRB,Lade,Connor,D,"$85,000.00","$92,812.50",2017
DAL,Lamah,Roland,M,"$630,000.00","$773,500.00",2017
CHI,Lampson,Matt,GK,"$76,000.00","$81,375.00",2017
ATL,Larentowicz,Jeff,M,"$175,008.00","$175,008.00",2017
ORL,Larin,Cyle,F,"$150,000.00","$192,000.00",2017
ORL,Laryea,Richmond,M,"$130,000.00","$159,000.00",2017
LA,Lassiter,Ariel,F,"$54,075.00","$54,075.00",2017
NYRB,Lawrence,Kemar,D,"$100,000.00","$205,600.00",2017
DC,Le Toux,Sebastien,F-M,"$125,004.00","$140,004.00",2017
MTL,Lefevre,Wandrille,D,"$94,999.92","$104,499.92",2017
RSL,Lennon,Brooks,F,"$53,004.00","$53,004.00",2017
VAN,Levis,Brett,D,"$65,000.00","$67,500.00",2017
NYCFC,Lewis,Jonathan,F,"$80,000.04","$115,500.04",2017
NYRB,Lewis,Zeiko,M,"$75,000.00","$93,750.00",2017
SJ,Lima,Nick,D,"$80,004.00","$86,208.03",2017
LA,Lletget,Sebastian,M,"$230,000.00","$242,666.67",2017
SEA,Lodeiro,Nicolas,M,"$1,371,428.57","$1,743,428.57",2017
NYRB,Long,Aaron,D,"$65,000.00","$65,000.00",2017
NYCFC,Lopez,Mikey,M,"$75,000.00","$75,000.00",2017
TOR,Lovitz,Daniel,M,"$78,750.00","$78,750.00",2017
ATL,Loyd,Zach,D,"$85,008.00","$85,008.00",2017
HOU,Lucatero,Christian,M,"$53,000.00","$53,250.00",2017
HOU,Machado,Adolfo,D,"$200,004.00","$216,504.00",2017
COL,MacMath,Zac,GK,"$150,000.00","$150,000.00",2017
HOU,Malki,George,D,"$65,004.00","$65,004.00",2017
MTL,Mallace,Calum,M,"$115,000.00","$131,250.00",2017
CLB,Maloney,Connor,D,"$53,004.00","$53,004.00",2017
MTL,Mancosu,Matteo,F,"$700,000.08","$719,541.75",2017
CLB,Manneh,Kekuta,M-F,"$138,875.00","$168,375.00",2017
HOU,Manotas,Mauro,F,"$215,746.08","$215,746.08",2017
SEA,Mansaray,Victor,F,"$65,625.00","$69,125.00",2017
PHI,Marquez,Richard,D,"$133,000.00","$139,430.00",2017
SEA,Marshall,Chad,D,"$350,000.00","$366,250.00",2017
MNUFC,Martin,Collin,M,"$84,996.00","$84,996.00",2017
CLB,Martinez,Cristian,M,"$65,633.40","$70,133.40",2017
ATL,Martinez,Josef,F,"$924,000.00","$1,041,310.00",2017
NYRB,Martins,Felipe,M,"$275,000.00","$305,000.00",2017
NYCFC,Matarrita,Ronald,D,"$175,000.00","$200,000.00",2017
SEA,Mathers,Zach,M,"$53,004.00","$53,004.00",2017
POR,Mattocks,Darren,F,"$300,000.00","$316,666.67",2017
RSL,Maund,Aaron,D,"$165,000.00","$174,437.50",2017
TOR,Mavinga,Chris,D,"$265,008.00","$300,691.60",2017
LA,McBean,Jack,F,"$65,625.00","$65,625.00",2017
ATL,McCann,Chris,M,"$540,000.00","$568,000.00",2017
PHI,McCarthy,John,GK,"$86,500.00","$95,750.00",2017
CHI,McCarty,Dax,M,"$400,000.00","$500,000.00",2017
PHI,McGuire,Jake,GK,"$53,004.00","$53,004.00",2017
LA,McInerney,Jack,F,"$325,000.00","$325,000.00",2017
POR,McIntosh,Kendall,GK,"$53,000.00","$53,000.00",2017
VAN,McKendry,Ben,M,"$65,000.00","$65,000.00",2017
MNUFC,McLain,Patrick,GK,"$80,000.00","$80,000.00",2017
NYCFC,McNamara,Thomas,M,"$185,000.04","$185,000.04",2017
NYRB,Meara,Ryan,GK,"$100,008.00","$105,008.00",2017
ATL,Mears,Tyrone,D,"$183,756.00","$183,756.00",2017
KC,Medranda,Jimmy,D,"$130,008.00","$130,008.00",2017
PHI,Medunjanin,Haris,M,"$460,008.00","$505,008.00",2017
CHI,Meira,Joao,D-M,"$150,000.00","$165,000.00",2017
POR,Melano,Lucas,F,"$790,000.00","$1,010,000.00",2017
KC,Melia,Tim,GK,"$165,000.00","$167,500.00",2017
NYCFC,Mena,Jefferson,D,"$250,000.00","$261,400.00",2017
LA,Mendiola,Raul,F,"$65,625.00","$65,625.00",2017
CLB,Mensah,Jonathan,D,"$750,000.00","$844,000.00",2017
CLB,Meram,Justin,M,"$300,000.00","$328,750.00",2017
SEA,Meredith,Bryan,GK,"$66,150.00","$66,150.00",2017
NYRB,Metzger,Dan,M,"$53,004.00","$53,004.00",2017
VAN,Mezquida,Nicolas,M-F,"$120,000.00","$120,000.00",2017
SJ,Mfeka,Lindo,M-F,"$53,004.00","$53,004.00",2017
CHI,Mihailovic,Djordje,M,"$80,000.04","$80,000.04",2017
COL,Miller,Eric,D,"$75,553.75","$86,553.75",2017
POR,Miller,Roy,D,"$150,000.00","$150,000.00",2017
SEA,Miller,Tyler,GK,"$65,633.40","$65,633.40",2017
NE,Mlinar,Antonio Delamea,D,"$400,008.00","$400,008.00",2017
MNUFC,Molino,Kevin,M,"$350,004.00","$402,504.00",2017
HOU,Monteiro de Lima,Alex,M,"$170,000.00","$170,000.00",2017
VAN,Montero,Fredy,F,"$1,400,000.04","$1,800,000.04",2017
TOR,Moor,Drew,D,"$246,750.00","$261,750.00",2017
RSL,Morales,Javier,M,"$300,000.00","$315,000.00",2017
NYCFC,Moralez,Maximiliano,M,"$2,000,000.04","$2,000,000.04",2017
TOR,Morgan,Ashtone,D,"$100,008.00","$101,508.00",2017
SEA,Morris,Jordan,F,"$225,000.00","$237,500.00",2017
TOR,Morrow,Justin,D,"$210,000.00","$226,666.67",2017
