Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
HOU,Lovejoy,Rob,M,"$52,500","$52,500.00",2016
MTL,Crepeau,Maxime,GK,"$52,500","$52,500.00",2016
ORL,Edwards,Earl,GK,"$52,500","$52,500.00",2016
SEA,Lyon,Charlie,GK,"$52,500","$52,500.00",2016
SJ,Silva,Matheus,M,"$52,500","$52,500.00",2016
VAN,McKendry,Ben,M,"$52,500","$52,500.00",2016
,Manning,Anthony,D,"$52,500","$52,500.00",2016
COL,Greenspan,Joseph,D,"$51,500","$52,969.12",2016
CHI,Doody,Patrick,D,"$53,471","$53,471.00",2016
COL,Badji,Dominique,F,"$53,472","$53,472.00",2016
DC,Worra,Travis,GK,"$53,472","$53,472.00",2016
NYCFC,Brandt,Connor,M-D,"$53,472","$53,472.00",2016
POR,Peay,Taylor,D,"$53,472","$53,472.00",2016
NYRB,Etienne,Derrick,M,"$51,500","$56,500.00",2016
DAL,Pomykal,Paxton,M,"$51,504","$56,504.00",2016
PHI,Jones,Derrick,M,"$51,504","$57,404.00",2016
VAN,Aird,Fraser,D-M,"$51,500","$58,625.00",2016
DC,Kamara,Alhaji,F,"$51,500","$59,750.04",2016
DC,Durkin,Chris,D-M,"$51,504","$60,670.67",2016
ORL,Ambrose,Mikey,D,"$62,496","$62,496.00",2016
ORL,Rocha,Tony,M,"$62,496","$62,496.00",2016
HOU,Arboleda,Yair,M,"$62,500","$62,499.96",2016
LA,McBean,Jack,F,"$62,500","$62,499.96",2016
VAN,Davies,Alphonso,M,"$62,500","$62,499.96",2016
VAN,de Jong,Marcel,D-M,"$62,500","$62,499.96",2016
CHI,Conner,Drew,M,"$62,500","$62,500.00",2016
DAL,Rosales,Mauro,M,"$62,500","$62,500.00",2016
DC,Mishu,Luke,D,"$62,500","$62,500.00",2016
HOU,Anibaba,Jalil,D,"$62,500","$62,500.00",2016
HOU,Ibeagha,Sebastien,D,"$62,500","$62,500.00",2016
LA,Diop,Clement,GK,"$62,500","$62,500.00",2016
LA,Mendiola,Raul,F,"$62,500","$62,500.00",2016
NE,Herivaux,Zachary,M,"$62,500","$62,500.00",2016
NE,McCrary,Jordan,D,"$62,500","$62,500.00",2016
NE,Neumann,Steve,M-F,"$62,500","$62,500.00",2016
NYCFC,Johansen,Eirik,GK,"$62,500","$62,500.00",2016
NYCFC,White,Ethan,D,"$62,500","$62,500.00",2016
NYRB,Abang,Anatole,F,"$62,500","$62,500.00",2016
NYRB,Allen,Brandon,F,"$62,500","$62,500.00",2016
NYRB,Reynish,Kyle,GK,"$62,500","$62,500.00",2016
PHI,Ayuk,Eric,M,"$62,500","$62,500.00",2016
POOL,Mitchell,Trey,GK,"$62,500","$62,500.00",2016
POR,Besler,Nick,M,"$62,500","$62,500.00",2016
RSL,Acosta,Danilo,M,"$62,500","$62,500.00",2016
RSL,Welshman,Emery,F,"$62,500","$62,500.00",2016
SEA,Fisher,Oniel,M-D,"$62,500","$62,500.00",2016
SEA,Scott,Zach,D,"$62,500","$62,500.00",2016
SJ,Sarkodie,Kofi,D,"$62,500","$62,500.00",2016
VAN,Tornaghi,Paolo,GK,"$62,500","$62,500.00",2016
SEA,Gomez,Herculez,F,"$62,500","$62,500.08",2016
ATL,Burgos,Efrain,M,"$62,508","$62,508.00",2016
CLB,Duka,Dilly,M,"$62,508","$62,508.00",2016
DAL,Herman,Ryan,GK,"$62,508","$62,508.00",2016
DC,Vincent,Rob,M-F,"$62,508","$62,508.00",2016
HOU,Garcia,Kevin,D,"$62,508","$62,508.00",2016
NE,Cropper,Cody,F,"$62,508","$62,508.00",2016
NYCFC,Rawls,Andre,GK,"$62,508","$62,508.00",2016
RSL,Velazco,Ricardo,F,"$62,508","$62,508.00",2016
SEA,Miller,Tyler,GK,"$62,508","$62,508.00",2016
SEA,Sturgis,Nathan,M,"$62,508","$62,508.00",2016
ATL,Tambakis,Alexander,GK,"$63,000","$63,000.00",2016
CLB,Barson,Chad,D,"$63,000","$63,000.00",2016
CLB,Stuver,Brad,GK,"$63,000","$63,000.00",2016
COL,Berner,John,GK,"$63,000","$63,000.00",2016
DC,Aguilar,Miguel,M,"$63,000","$63,000.00",2016
KC,Kann,Alec,GK,"$63,000","$63,000.00",2016
KC,Medranda,Jimmy,D,"$63,000","$63,000.00",2016
LA,Jamieson,Bradford,F,"$63,000","$63,000.00",2016
LA,Romney,David,D,"$63,000","$63,000.00",2016
MTL,Jackson-Hamel,Anthony,F,"$63,000","$63,000.00",2016
MTL,Lefevre,Wandrille,D,"$63,000","$63,000.00",2016
NE,Smith,Donnie,M,"$63,000","$63,000.00",2016
NE,Woodberry,London,D,"$63,000","$63,000.00",2016
NYCFC,Allen,RJ,D,"$63,000","$63,000.00",2016
NYRB,Duvall,Chris,D,"$63,000","$63,000.00",2016
NYRB,Ouimette,Karl,D,"$63,000","$63,000.00",2016
ORL,Heath,Harrison,M,"$63,000","$63,000.00",2016
ORL,Ribeiro,Pedro,M-F,"$63,000","$63,000.00",2016
ORL,Turner,Tyler,D,"$63,000","$63,000.00",2016
PHI,Fernandes,Leo,M,"$63,000","$63,000.00",2016
RSL,Fernandez,Eduardo,GK,"$63,000","$63,000.00",2016
SEA,Ockford,Jimmy,D,"$63,000","$63,000.00",2016
SEA,Remick,Dylan,D,"$63,000","$63,000.00",2016
SJ,Meredith,Bryan,GK,"$63,000","$63,000.00",2016
SJ,Sherrod,Mark,F,"$63,000","$63,000.00",2016
TOR,Hagglund,Nick,D,"$63,000","$63,000.00",2016
TOR,Lovitz,Daniel,M,"$63,000","$63,000.00",2016
TOR,Mannella,Chris,M,"$63,000","$63,000.00",2016
TOR,Roberts,Quillan,GK,"$63,000","$63,000.00",2016
TOR,Simonin,Clement,D,"$63,000","$63,000.00",2016
VAN,Carducci,Marco,GK,"$63,000","$63,000.00",2016
SEA,Kovar,Aaron,M,"$63,000","$63,200.00",2016
POR,Thoma,Andy,D,"$62,500","$64,000.00",2016
LA,Sorto,Oscar,D,"$63,000","$64,875.00",2016
POR,Konopka,Chris,GK,"$62,500","$64,999.96",2016
VAN,Levis,Brett,D,"$62,500","$64,999.96",2016
LA,Steres,Daniel,D,"$62,500","$65,086.04",2016
NYRB,Lade,Connor,D,"$62,500","$65,312.50",2016
KC,Palmer-Brown,Erik,D,"$65,000","$65,500.00",2016
COL,Azira,Michael,M,"$63,000","$65,826.88",2016
SEA,Mansaray,Victor,F,"$62,500","$66,000.00",2016
NYRB,Muyl,Alex,F,"$62,500","$66,500.00",2016
CLB,Martinez,Cristian,M,"$62,508","$67,008.00",2016
ORL,Barry,Hadji,F,"$62,500","$67,062.50",2016
COL,Doyle,Conor,F,"$66,000","$67,250.00",2016
VAN,Bustos,Marco,M,"$62,500","$67,350.00",2016
RSL,Schuler,Chris,D,"$62,500","$67,499.96",2016
CLB,Jahn,Adam,F,"$67,500","$67,500.00",2016
MTL,Toia,Donny,D,"$67,500","$67,500.00",2016
RSL,Sandoval,Devon,F,"$67,500","$67,500.00",2016
COL,Watts,Jared,D-M,"$68,000","$68,000.00",2016
PHI,Rosenberry,Keegan,D,"$62,500","$68,312.50",2016
VAN,Flores,Deybi,M,"$62,500","$68,385.00",2016
POR,Polk,Ben,F,"$62,500","$68,750.00",2016
SEA,Jones,Darwin,F,"$62,500","$68,750.00",2016
PHI,Marquez,Richard,D,"$63,000","$69,400.00",2016
KC,Porter,Cameron,F,"$62,500","$69,750.00",2016
DAL,Barrios,Michael,M,"$70,000","$70,000.00",2016
VAN,Froese,Kianz,M,"$66,000","$70,500.00",2016
ORL,Garcia,Devron,M-F,"$62,500","$70,937.50",2016
DAL,Ruiz,Carlos,F,"$72,000","$72,000.00",2016
CHI,McLain,Patrick,GK,"$72,500","$72,500.00",2016
RSL,Saucedo,Sebastian,M,"$62,500","$73,000.00",2016
MTL,Fisher,Kyle,D,"$65,000","$73,375.00",2016
POR,Barmby,Jack,M-F,"$72,000","$73,800.00",2016
VAN,Adekugbe,Samuel,D,"$70,000","$75,000.00",2016
LA,Garcia,Rafael,M,"$75,000","$75,000.00",2016
SJ,Barrera,Leandro,F,"$75,000","$75,000.00",2016
KC,Ellis,Kevin,D,"$72,000","$75,150.00",2016
RSL,Stertzer,John,M,"$66,000","$75,166.67",2016
KC,Alvarado,Ever,D,"$51,500","$75,166.71",2016
DC,Horton,Charlie,GK,"$70,000","$76,166.63",2016
SEA,Jones,Joevin,D,"$70,000","$76,166.67",2016
NYRB,Meara,Ryan,GK,"$75,246","$76,496.15",2016
CHI,Lampson,Matt,GK,"$71,250","$76,625.00",2016
KC,Abdul-Salaam,Saad,D,"$63,000","$76,750.00",2016
KC,Hallisey,Connor,M,"$63,000","$76,750.00",2016
PHI,Kratz,Kevin,M,"$62,508","$76,758.00",2016
DAL,Gonzalez,Jesse,GK,"$67,500","$76,875.00",2016
CHI,Fernandez,Collin,M,"$75,000","$77,000.00",2016
COL,Miller,Eric,D,"$66,413","$77,412.50",2016
SEA,Lowe,Damion,D,"$66,413","$77,412.50",2016
DC,Jeffrey,Jared,M,"$71,663","$77,862.50",2016
CHI,Campbell,Jonathan,D,"$70,000","$78,125.00",2016
TOR,Hamilton,Jordan,F,"$66,150","$78,650.00",2016
COL,Serna,Dillon,M,"$66,000","$79,000.00",2016
HOU,Steinberger,Zach,M,"$63,000","$79,250.00",2016
LA,Rowe,Brian,GK,"$80,000","$80,000.00",2016
ORL,Higuita,Cristian,M,"$80,000","$80,000.00",2016
ORL,Rivas,Carlos,M,"$80,000","$80,000.00",2016
SEA,Farfan,Michael,M,"$80,000","$80,000.00",2016
PHI,Trusty,Auston,D,"$51,500","$80,600.04",2016
PHI,Jones,Matt,GK,"$75,000","$80,625.00",2016
COL,Sjoberg,Axel,D,"$66,000","$81,000.00",2016
NYRB,Adams,Tyler,M,"$65,000","$81,041.67",2016
TOR,Ricketts,Tosaint,F,"$63,000","$81,333.33",2016
NE,Cande,Mamadu,D,"$75,000","$82,287.50",2016
COL,Calvert,Caleb,F,"$75,000","$82,500.00",2016
DC,Mancini,Andrea,F,"$82,500","$82,500.00",2016
ORL,Boden,Luke,D,"$82,500","$82,500.00",2016
KC,Kempin,Jonathan,GK,"$82,750","$82,750.00",2016
DAL,David,Aubrey,D,"$62,508","$83,674.67",2016
SJ,Tarbell,Andrew,GK,"$70,000","$84,000.00",2016
HOU,Mansally,Kenny,D,"$77,500","$84,000.00",2016
CHI,Ramos,Rodrigo,D,"$80,000","$84,000.00",2016
SJ,Pelosi,Marc,M,"$72,000","$84,500.00",2016
DC,Buescher,Julian,M,"$70,000","$84,700.00",2016
VAN,Parker,Tim,D,"$66,000","$84,750.00",2016
NYCFC,McNamara,Thomas,M,"$73,500","$85,000.00",2016
CHI,Solignac,Luis,F,"$85,000","$85,000.00",2016
COL,Ramirez,Juan Edgardo,M,"$85,000","$85,000.00",2016
HOU,Manotas,Mauro,F,"$85,000","$85,000.00",2016
TOR,Bono,Alex,GK,"$65,000","$85,200.00",2016
DC,Dykstra,Andrew,GK,"$75,000","$85,700.00",2016
ATL,Jones,Kenwyne,F,"$62,508","$85,841.33",2016
RSL,Okwuonu,Boyd,D,"$66,000","$86,000.00",2016
NE,Knighton,Brad,GK,"$86,105","$86,105.25",2016
NYCFC,Ballouchy,Mehdi,M,"$71,663","$86,662.50",2016
DC,Robinson,Jalen,D,"$75,000","$87,000.00",2016
DAL,Craft,Coy,F-M,"$70,000","$87,083.33",2016
SJ,Imperiale,Andres,D,"$85,000","$87,500.00",2016
VAN,Jacobson,Andrew,M,"$62,500","$87,500.08",2016
VAN,Mezquida,Nicolas,M-F,"$88,000","$88,000.00",2016
PHI,McCarthy,John,GK,"$79,000","$88,250.00",2016
RSL,Maund,Aaron,D,"$85,000","$88,449.50",2016
POR,Zemanski,Ben,M,"$85,000","$89,000.00",2016
DC,Martin,Collin,M,"$75,000","$89,166.67",2016
COL,Williams,Mekeil,D,"$85,000","$90,000.00",2016
LA,Villarreal,Jose,F,"$90,000","$90,000.00",2016
ORL,Baptista,Julio,M-F,"$90,000","$90,000.00",2016
POR,Valentin,Zarek,D,"$90,000","$90,000.00",2016
CLB,Swanson,Ben,M,"$70,000","$90,416.67",2016
SJ,Alashe,Fatai,M,"$74,250","$90,500.00",2016
ATL,McCann,Chris,M,"$62,508","$90,508.00",2016
HOU,Horst,David,D,"$88,594","$91,343.75",2016
CHI,Vincent,Brandon,D,"$70,000","$91,875.00",2016
NYCFC,Taylor,Tony,F,"$82,500","$91,875.00",2016
POR,Klute,Chris,D,"$86,625","$91,921.80",2016
TOR,Chapman,Jay,M,"$75,000","$93,500.00",2016
MTL,Bekker,Kyle,M,"$67,942","$94,191.50",2016
RSL,Baez Benitez,Pedro,F,"$62,500","$94,324.96",2016
NYCFC,Shelton,Khiry,F,"$77,000","$94,500.00",2016
HOU,Willis,Joe,GK,"$94,500","$94,500.00",2016
RSL,Attinella,Jeff,GK,"$90,000","$95,083.33",2016
SJ,Barrett,Chad,F,"$90,000","$95,500.00",2016
ORL,Ramos,Rafael,D,"$96,000","$96,000.00",2016
,Ebobisse,Jeremy,F,"$53,000","$96,000.04",2016
POR,Gleeson,Jake,GK,"$91,556","$96,722.67",2016
MTL,Williams,Romario,F,"$75,000","$97,000.00",2016
DAL,Akindele,Tesho,F-M,"$80,000","$97,500.00",2016
CHI,Polster,Matt,M,"$84,000","$99,000.00",2016
ORL,Carrasco,Servando,M,"$95,000","$99,625.00",2016
DC,Kemp,Taylor,D,"$100,000","$100,000.00",2016
LA,Boateng,Emmanuel,F,"$100,000","$100,000.00",2016
MTL,Bitolo,Ambroise,D,"$100,000","$100,000.00",2016
SJ,Stewart,Jordan,M-D,"$100,000","$100,000.00",2016
CLB,Steffen,Zack,GK,"$100,008","$100,008.00",2016
COL,Pfeffer,Zach,M,"$101,000","$101,000.00",2016
TOR,Bloom,Mark,D,"$94,500","$101,848.89",2016
ORL,Redding,Tommy,D,"$95,000","$102,500.00",2016
TOR,Delgado,Marco,M,"$100,000","$102,500.00",2016
SJ,Francis,Shaun,D,"$95,000","$103,333.33",2016
POR,Powell,Alvas,D,"$95,000","$103,700.00",2016
DC,Opare,Kofi,D,"$90,000","$105,000.00",2016
DAL,Hernandez,Moises,D,"$100,000","$105,000.00",2016
CLB,Casey,Conor,F,"$105,000","$105,000.00",2016
CLB,Jimenez,Hector,M,"$105,000","$105,000.00",2016
NYRB,Zizzo,Sal,M,"$105,000","$105,000.00",2016
CLB,Ashe,Corey,D,"$95,000","$105,500.00",2016
NYRB,Davis,Sean,M,"$90,000","$107,500.00",2016
TOR,Irwin,Clint,GK,"$95,625","$107,625.00",2016
HOU,Brown,Keyner,D,"$108,000","$108,000.00",2016
NE,Caldwell,Scott,M,"$100,000","$110,000.00",2016
RSL,Allen,Jordan,M,"$100,000","$110,000.00",2016
CHI,LaBrocca,Nick,M,"$110,000","$110,000.00",2016
COL,Pappa,Marco,M,"$110,000","$110,000.00",2016
MTL,Romero,Andres,M,"$110,000","$110,000.00",2016
NYCFC,Bravo,Federico,M,"$110,000","$110,000.00",2016
POR,Arokoyo,Gbenga,D,"$90,000","$110,600.00",2016
RSL,Glad,Justen,D,"$100,000","$111,000.00",2016
KC,Sinovic,Seth,D,"$105,000","$112,666.67",2016
CHI,Gehrig,Eric,D,"$106,875","$112,708.33",2016
COL,Hairston,Marlon,D-M,"$90,000","$113,000.00",2016
PHI,Davies,Charlie,F,"$108,938","$113,315.63",2016
VAN,Edgar,David,D,"$105,000","$113,416.67",2016
SJ,Cato,Cordell,M,"$112,500","$114,166.67",2016
CHI,Stephens,Michael,M,"$105,000","$115,000.00",2016
KC,Olum,Lawrence,M,"$105,000","$115,000.00",2016
CLB,Wahl,Tyson,D,"$115,000","$115,000.00",2016
LA,Lletget,Sebastian,M,"$110,000","$115,500.00",2016
NE,Watson,Je-Vaughn,D-M,"$110,004","$115,670.67",2016
COL,Burling,Bobby,D,"$110,000","$116,000.00",2016
MTL,Mallace,Calum,M,"$100,000","$116,250.00",2016
DC,Birnbaum,Steven,D,"$86,350","$116,350.00",2016
DC,Korb,Chris,D,"$108,900","$116,379.83",2016
NE,Barnes,Darrius,D,"$110,000","$116,666.67",2016
SEA,Roldan,Cristian,M,"$95,000","$117,000.00",2016
MTL,Bush,Evan,GK,"$117,500","$117,500.00",2016
ORL,Donovan,Conor,D,"$90,000","$118,000.00",2016
CHI,Alvarez,Arturo,M,"$115,000","$118,264.00",2016
,Tshuma,Schillo,F,"$82,000","$119,999.96",2016
CLB,Saeid,Mohammed,M,"$110,000","$120,000.00",2016
COL,Burch,Marc,D,"$120,000","$120,000.00",2016
VAN,Hurtado,Erik,F/M,"$86,092","$121,091.50",2016
ORL,Molino,Kevin,M,"$110,000","$121,400.00",2016
DAL,Hollingshead,Ryan,M-D,"$122,500","$122,500.00",2016
VAN,Smith,Jordan,D,"$115,000","$122,743.00",2016
RSL,Holness,Omar,F,"$100,000","$123,500.00",2016
TOR,Zavaleta,Eriq,D,"$93,500","$124,100.00",2016
CHI,Harrington,Michael,D,"$125,000","$125,000.00",2016
NYRB,Wright-Phillips,Shaun,M,"$100,000","$125,500.00",2016
PHI,Herbers,Fabian,M-F,"$100,000","$125,500.00",2016
PHI,Creavalle,Warren,M,"$118,000","$125,666.67",2016
POR,Asprilla,Dairon,M-F,"$76,000","$126,000.00",2016
DC,Mullins,Patrick,F,"$96,250","$126,250.00",2016
CHI,Meira,Joao,D-M,"$110,000","$126,500.00",2016
PHI,Carroll,Brian,M,"$120,000","$128,000.00",2016
MTL,Shipp,Harrison,M,"$104,500","$129,500.00",2016
ORL,Alston,Kevin,D,"$130,000","$130,000.00",2016
DAL,Lizarazo,Carlos,M-F,"$62,508","$130,633.00",2016
KC,Opara,Ike,D,"$125,000","$131,250.00",2016
TOR,Williams,Josh,D,"$131,250","$131,250.00",2016
NE,Kobayashi,Daigo,M,"$120,000","$132,000.00",2016
TOR,Morgan,Ashtone,D,"$120,000","$132,000.00",2016
HOU,Iniguez,Agustin,D,"$132,000","$132,000.00",2016
DAL,Ulloa,Victor,M,"$130,000","$132,500.00",2016
KC,Anor,Bernardo,M,"$132,624","$132,624.00",2016
NE,Tierney,Chris,D-M,"$125,000","$133,333.33",2016
NYCFC,Martinez,Diego,D,"$135,000","$135,000.00",2016
RSL,Phillips,Demar,D,"$127,500","$135,333.33",2016
DAL,Seitz,Chris,GK,"$136,000","$136,000.00",2016
,Moore,Luke,F,"$115,000","$137,500.00",2016
PHI,Blake,Andre,GK,"$100,000","$138,000.00",2016
DAL,Figueroa,Maynor,D,"$115,000","$138,333.33",2016
PHI,Restrepo,Walter,M,"$125,000","$139,500.00",2016
MTL,Bernier,Patrice,M,"$95,000","$140,000.00",2016
NYRB,Perrinelle,Damien,D,"$140,000","$140,000.00",2016
COL,MacMath,Zac,GK,"$140,004","$140,004.00",2016
SJ,Nyassi,Sanna,M,"$135,000","$141,250.00",2016
CHI,Arshakyan,David,F,"$120,000","$142,850.00",2016
DAL,Harris,Atiba,M-F,"$143,000","$143,000.00",2016
KC,Peterson,Jacob,F,"$137,750","$144,625.00",2016
,Gargan,Dan,D,"$145,000","$145,000.00",2016
MTL,Kronberg,Eric,GK,"$145,200","$145,200.00",2016
POR,Jewsbury,Jack,M,"$140,000","$147,000.00",2016
ORL,Bendik,Joe,GK,"$140,000","$147,666.67",2016
CHI,Thiam,Khaly,M,"$144,000","$149,000.00",2016
LA,Husidic,Baggio,M,"$150,000","$150,000.00",2016
NYCFC,Saunders,Josh,GK,"$150,000","$150,000.00",2016
POR,Grabavoy,Ned,M,"$150,000","$150,000.00",2016
POR,Taylor,Jermaine,D,"$150,000","$150,000.00",2016
PHI,Fabinho,Fabinho,D,"$142,008","$150,008.00",2016
ORL,Hines,Sebastian,D,"$150,000","$151,250.00",2016
DAL,Hedges,Matt,D,"$152,000","$152,000.00",2016
HOU,Monteiro de Lima,Alex,M,"$152,000","$152,000.00",2016
KC,Melia,Tim,GK,"$150,000","$152,500.00",2016
PHI,Gaddis,Raymon,D,"$150,000","$152,500.00",2016
SJ,Bingham,David,GK,"$145,000","$152,750.00",2016
ORL,Laryea,Richmond,M,"$125,000","$154,000.00",2016
NE,Shuttleworth,Robert,GK,"$137,500","$154,375.00",2016
SJ,Thompson,Tommy,M,"$150,000","$155,000.00",2016
VAN,Manneh,Kekuta,M-F,"$127,500","$157,000.00",2016
NYRB,Grella,Mike,F,"$155,000","$157,250.00",2016
TOR,Cheyrou,Benoit,M,"$150,000","$159,333.33",2016
CHI,Cocis,Razvan,M,"$160,000","$160,000.00",2016
RSL,Garcia,Olmes,F,"$160,000","$160,000.00",2016
RSL,Mulholland,Luke,M,"$160,008","$160,008.00",2016
NYCFC,Harrison,Jack,M,"$125,000","$160,500.00",2016
NE,Fagundez,Diego,M,"$145,000","$165,000.00",2016
LA,Da Silva,Leonardo,D,"$160,000","$165,000.00",2016
VAN,Harvey,Jordan,D,"$165,000","$165,000.00",2016
SJ,Salinas,Shea,M,"$163,125","$166,458.33",2016
HOU,Deric,Tyler,GK,"$170,000","$170,000.00",2016
LA,Gordon,Alan,F,"$170,000","$170,000.00",2016
ATL,Villalba,Hector,F,"$62,508","$170,258.00",2016
DAL,Castillo,Fabian,M-F,"$155,750","$170,750.00",2016
HOU,Williams,Sheanon,D,"$162,500","$171,500.00",2016
POR,Chara,Diego,M,"$150,000","$172,000.00",2016
DAL,Zimmerman,Walker,D,"$174,000","$174,000.00",2016
PHI,Conceicao,Anderson,D,"$150,000","$174,166.67",2016
HOU,Warner,Collen,M,"$146,934","$174,433.85",2016
DAL,Alves Dos Santos,Getterson,F,"$144,000","$174,500.00",2016
TOR,Osorio,Jonathan,M,"$166,750","$174,570.68",2016
DAL,Paparatto,Norberto,D,"$175,000","$174,999.96",2016
NYCFC,Matarrita,Ronald,D,"$150,000","$175,000.00",2016
LA,Larentowicz,Jeff,M,"$175,000","$175,000.00",2016
RSL,Plata,Joao,F,"$175,000","$175,000.00",2016
ORL,Larin,Cyle,F,"$135,000","$177,000.00",2016
CLB,Trapp,Wil,M,"$151,250","$178,250.00",2016
HOU,Alexander,Eric,M,"$165,000","$178,750.00",2016
SJ,Lenhart,Steven,F,"$170,000","$179,083.33",2016
MTL,Camara,Hassoun,D,"$180,000","$180,000.00",2016
VAN,Teibert,Russell,M,"$115,000","$182,500.00",2016
SEA,Mears,Tyrone,D,"$175,000","$184,000.00",2016
CLB,Meram,Justin,M,"$175,000","$185,000.00",2016
DC,Neagle,Lamar,M-F,"$185,000","$187,833.33",2016
MTL,Mancosu,Matteo,F,"$189,000","$189,000.00",2016
HOU,Wenger,Andrew,M,"$190,000","$190,000.00",2016
SEA,Morris,Jordan,F,"$178,000","$190,500.00",2016
SJ,Quintero,Alberto,M,"$169,992","$190,717.00",2016
VAN,Dean,Christian,D,"$110,000","$191,000.00",2016
ORL,Aja,Jose,D,"$192,000","$192,000.00",2016
TOR,Cooper,Armando,M,"$180,000","$193,333.33",2016
PHI,Yaro,Joshua,D,"$130,000","$194,000.00",2016
COL,St. Ledger,Sean,D,"$191,875","$194,375.00",2016
LA,Kennedy,Dan,GK,"$180,000","$195,400.00",2016
KC,Rubio Kostner,Diego,F,"$180,000","$196,875.00",2016
SJ,Ceren,Darwin,M,"$150,000","$199,375.00",2016
KC,Mustivar,Soni,M,"$200,000","$200,000.00",2016
RSL,Movsisyan,Yura,F,"$200,000","$200,000.00",2016
NYCFC,Iraola,Andoni,D,"$200,004","$200,004.00",2016
CHI,Goossens,John,M,"$200,000","$203,333.33",2016
DAL,Ortiz,Juan Esteban,M,"$160,000","$204,500.00",2016
POR,Andriuskevicius,Vytautas,D,"$184,992","$204,992.00",2016
NYRB,Lawrence,Kemar,D,"$100,000","$205,600.00",2016
SEA,Frei,Stefan,GK,"$200,000","$206,250.00",2016
NYCFC,Mendoza,Stiven,F,"$207,276","$207,276.00",2016
CLB,Naess,Nicolai,D,"$200,004","$207,504.00",2016
NYCFC,Hernandez,Jason,D,"$200,000","$210,000.00",2016
MTL,Venegas,Johan,M,"$200,000","$212,500.00",2016
DC,Arnaud,Davy,M,"$212,500","$212,500.00",2016
RSL,Olave,Jamison,D,"$215,000","$215,000.00",2016
MTL,Bernardello,Hernan,M,"$216,000","$216,000.00",2016
TOR,Morrow,Justin,D,"$200,000","$216,666.67",2016
RSL,Beltran,Anthony,D,"$210,000","$220,950.00",2016
DAL,Loyd,Zach,D,"$200,000","$221,666.67",2016
CLB,Francis,Waylon,D,"$200,000","$224,375.00",2016
SJ,Wynne,Marvell,D,"$213,750","$224,375.00",2016
KC,Myers,Chance,D,"$200,000","$225,000.00",2016
KC,Nagamura,Paulo,M,"$225,000","$225,000.00",2016
PHI,Sapong,CJ,F,"$225,000","$225,000.00",2016
DC,Nyarko,Patrick,F-M,"$210,000","$225,750.00",2016
VAN,Perez,Blas,F,"$215,000","$225,750.00",2016
COL,Cronin,Sam,M,"$225,000","$227,500.00",2016
LA,DeLaGarza,AJ,D,"$225,000","$227,500.00",2016
NYRB,Damari,Omer,F,"$228,500","$228,499.92",2016
