Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
LA,Rogers,Robbie,M,"$220,000","$228,500.00",2016
NE,Farrell,Andrew,D,"$148,500","$229,500.00",2016
NYCFC,Mena,Jefferson,D,"$220,000","$231,400.00",2016
POR,Mattocks,Darren,F,"$215,000","$231,666.67",2016
RSL,Sunday,Stephen,M,"$220,000","$233,000.00",2016
DC,DeLeon,Nick,M,"$235,000","$235,000.00",2016
MTL,Oduro,Dominic,F,"$235,000","$235,000.00",2016
RSL,Wingert,Chris,D,"$235,000","$235,000.00",2016
HOU,Maidana,Cristian,M,"$223,850","$237,600.00",2016
CLB,Clark,Steve,GK,"$220,000","$238,333.33",2016
KC,Mapp,Justin,M,"$224,070","$239,070.00",2016
DAL,Acosta,Kellyn,M,"$220,000","$240,000.00",2016
DC,Sam,Lloyd,M-F,"$230,000","$240,000.00",2016
NE,Rowe,Kelyn,M,"$160,000","$241,000.00",2016
SJ,Godoy,Anibal,M,"$216,000","$242,250.00",2016
TOR,Beitashour,Steven,D,"$230,000","$244,000.00",2016
HOU,Garcia,Boniek,M,"$225,000","$247,500.00",2016
NE,Bunbury,Teal,F,"$205,000","$250,000.00",2016
TOR,Moor,Drew,D,"$235,000","$250,000.00",2016
CLB,Finlay,Ethan,M,"$250,000","$250,000.00",2016
DAL,Urruti,Maximiliano,F,"$250,000","$250,000.00",2016
LA,Magee,Mike,M,"$250,000","$250,000.00",2016
MTL,Cabrera,Victor,D,"$250,000","$250,000.00",2016
ORL,Perez,Matias,F,"$250,000","$250,000.00",2016
SJ,Bernardez,Victor,D,"$210,000","$251,600.00",2016
CHI,Johnson,Sean,GK,"$250,000","$253,000.00",2016
VAN,Bolanos,Christian,M,"$250,000","$253,500.00",2016
POR,Borchers,Nat,D,"$245,000","$255,000.00",2016
DC,Franklin,Sean,D,"$225,000","$256,666.67",2016
ORL,Rochez,Bryan,F,"$180,000","$259,500.00",2016
DC,Boswell,Bobby,D,"$260,000","$260,000.00",2016
SJ,Amarikwa,Quincy,F,"$247,000","$260,666.67",2016
NE,Koffie,Gershon,M,"$250,000","$261,000.00",2016
SEA,Friberg,Erik,M,"$240,000","$262,500.00",2016
CLB,Mabwati,Cedrick,M,"$235,000","$263,350.00",2016
NYRB,Robles,Luis,GK,"$265,000","$267,500.00",2016
POR,McInerney,Jack,F,"$270,000","$270,000.00",2016
SEA,Ivanschitz,Andreas,M,"$250,000","$271,250.00",2016
DC,Rolfe,Chris,F,"$257,500","$272,500.00",2016
NYRB,Martins,Felipe,M,"$250,000","$280,000.00",2016
CLB,Tchani,Tony,M,"$250,000","$283,333.33",2016
CLB,Afful,Harrison,D,"$275,000","$291,666.67",2016
SEA,Fernandez,Alvaro,M,"$264,000","$294,000.00",2016
NYCFC,Brilliant,Frederic,D,"$260,000","$299,666.67",2016
COL,Powers,Dillon,M,"$270,000","$300,000.00",2016
CLB,Parkhurst,Michael,D,"$275,000","$300,000.00",2016
COL,Le Toux,Sebastien,F-M,"$300,000","$310,228.13",2016
HOU,Bruin,Will,F,"$310,000","$311,666.67",2016
SEA,Evans,Brad,D-M,"$276,665","$315,166.25",2016
NYRB,Baah,Gideon,D,"$230,000","$315,500.00",2016
VAN,Waston,Kendall,D,"$300,000","$318,125.00",2016
POR,Taylor,Steven,D,"$300,000","$319,583.33",2016
NYRB,Zubar,Ronald,D,"$240,000","$320,000.00",2016
POR,Okugo,Amobi,D-M,"$300,000","$325,000.00",2016
LA,Cole,Ashley,D,"$300,000","$327,625.00",2016
SEA,Marshall,Chad,D,"$325,000","$341,250.00",2016
SJ,Goodson,Clarence,D,"$315,000","$342,000.00",2016
VAN,Techera,Cristian,M,"$320,000","$345,000.00",2016
KC,Davis,Brad,M,"$355,000","$355,000.00",2016
HOU,Clark,Ricardo,M,"$319,200","$356,700.00",2016
VAN,Kudo,Masato,F,"$310,000","$370,000.00",2016
DC,Hamid,Bill,GK,"$325,000","$370,500.00",2016
NYRB,Royer,Daniel,M,"$375,000","$375,000.00",2016
PHI,Alberg,Roland,M,"$328,000","$377,250.00",2016
VAN,Ousted,David,GK,"$360,000","$378,933.33",2016
HOU,Rodriguez,Raul,D,"$350,000","$379,333.33",2016
NYCFC,Chanot,Maxime,D,"$350,004","$383,004.00",2016
MTL,Donadel,Marco,M,"$350,000","$386,666.67",2016
TOR,Johnson,Will,M,"$375,000","$395,333.33",2016
PHI,Pontius,Chris,M-F,"$380,000","$411,000.00",2016
KC,Feilhaber,Benny,M,"$400,000","$412,187.50",2016
KC,Coelho,Nuno,D,"$275,000","$412,500.00",2016
RSL,Rimando,Nick,GK,"$400,000","$420,000.00",2016
DC,Sarvas,Marcelo,M,"$360,000","$425,000.00",2016
MTL,Piatti,Ignacio,M,"$425,000","$425,000.00",2016
DC,Acosta,Luciano,M-F,"$327,273","$429,272.76",2016
MTL,Ontivero,Lucas,M,"$380,000","$440,000.00",2016
NE,Agudelo,Juan,F,"$425,000","$452,500.00",2016
ORL,Ramajo,David Mateos,D,"$420,000","$453,333.33",2016
LA,Donovan,Landon,F,"$456,000","$456,000.00",2016
CLB,Kamara,Ola,F,"$425,000","$457,500.00",2016
LA,Van Damme,Jelle,D,"$425,000","$468,750.00",2016
LA,Zardes,Gyasi,F,"$472,500","$472,500.00",2016
PHI,Ilsinho,Ilsinho,M,"$430,000","$478,333.33",2016
NE,Goncalves,Jose,D,"$450,000","$479,375.00",2016
SEA,Torres,Roman,D,"$416,000","$491,812.50",2016
NYRB,McCarty,Dax,M,"$400,000","$500,000.00",2016
NE,Nguyen,Lee,M,"$500,000","$500,000.00",2016
NYRB,Veron,Gonzalo,M-F,"$500,000","$500,000.00",2016
CHI,De Leeuw,Michael,F,"$450,000","$514,212.50",2016
POR,Nagbe,Darlington,M/F,"$500,000","$515,000.00",2016
CHI,Kappelhof,Johan,D,"$480,000","$520,000.00",2016
NYRB,Collin,Aurelien,D,"$500,000","$525,000.00",2016
DC,Saborio,Alvaro,F,"$420,000","$535,500.00",2016
DAL,Diaz,Mauro,M,"$466,000","$562,890.00",2016
HOU,Torres,Erick,F,"$575,000","$590,000.00",2016
RSL,Morales,Javier,M,"$590,000","$590,000.00",2016
ORL,Shea,Brek,M-D,"$550,000","$595,000.00",2016
CLB,Sauro,Gaston,D,"$585,000","$601,312.50",2016
POR,Valeri,Diego,M,"$225,000","$605,000.00",2016
KC,Dwyer,Dom,F,"$500,000","$618,750.00",2016
COL,Jones,Jermaine,M,"$600,000","$650,000.00",2016
ORL,Nocerino,Antonio,M,"$600,000","$650,000.00",2016
MTL,Ciman,Laurent,D,"$630,000","$661,666.67",2016
DAL,Gruezo,Carlos,M,"$450,000","$686,500.00",2016
NYRB,Kljestan,Sacha,M,"$550,000","$687,500.00",2016
SJ,Wondolowski,Chris,F,"$650,000","$700,000.00",2016
PHI,Barnetta,Tranquillo,M,"$650,000","$709,100.00",2016
POR,Adi,Fanendo,F,"$640,000","$712,500.00",2016
NYRB,Wright-Phillips,Bradley,F,"$650,000","$715,000.00",2016
VAN,Laba,Matias,M,"$560,000","$720,500.00",2016
SJ,Goitom,Henok,F,"$682,800","$729,300.00",2016
KC,Zusi,Graham,M,"$700,000","$732,102.27",2016
KC,Besler,Matt,D,"$700,000","$733,250.00",2016
RSL,Beckerman,Kyle,M,"$675,000","$750,000.00",2016
VAN,Barnes,Giles,F-M,"$700,000","$756,250.00",2016
NYCFC,Diskerud,Mix,M,"$761,250","$761,250.00",2016
CHI,Accam,David,F-M,"$700,000","$770,937.50",2016
PHI,Edu,Maurice,M,"$725,000","$793,750.00",2016
KC,Espinoza,Roger,M,"$800,000","$800,000.00",2016
SJ,Dawkins,Simon,M,"$800,000","$800,000.00",2016
HOU,Beasley,DaMarcus,D,"$750,000","$813,333.33",2016
NE,Kouassi,Xavier,M,"$840,000","$890,541.75",2016
DC,Igboananike,Kennedy,F,"$800,000","$901,666.67",2016
SEA,Alonso,Osvaldo,M,"$900,000","$941,667.00",2016
POR,Melano,Lucas,F,"$760,000","$980,000.00",2016
NE,Kamara,Kei,F,"$1,000,000","$1,000,000.00",2016
COL,Doyle,Kevin,F,"$1,075,000","$1,120,000.00",2016
POR,Ridgewell,Liam,D,"$1,100,000","$1,140,000.00",2016
PHI,Bedoya,Alejandro,M,"$1,100,004","$1,166,254.00",2016
CLB,Higuain,Federico,M,"$1,175,000","$1,175,000.00",2016
SJ,Emeghara,Innocent,F,"$988,000","$1,300,000.00",2016
SEA,Valdez,Nelson,F,"$1,200,000","$1,455,000.00",2016
RSL,Martinez,Juan Manuel,F,"$1,060,000","$1,458,666.67",2016
VAN,Morales,Pedro,M,"$1,232,500","$1,471,400.00",2016
COL,Gashi,Shkelzen,F,"$1,575,000","$1,668,750.00",2016
SEA,Lodeiro,Nicolas,M,"$1,371,429","$1,743,428.52",2016
MTL,Drogba,Didier,F,"$1,666,667","$2,191,667.00",2016
COL,Howard,Tim,GK,"$2,100,000","$2,575,000.00",2016
LA,Keane,Robbie,F,"$3,500,000","$3,500,000.00",2016
LA,Dos Santos,Giovani,F,"$2,500,000","$4,250,000.00",2016
SEA,Dempsey,Clint,F,"$3,913,008","$4,605,941.50",2016
TOR,Altidore,Jozy,F,"$4,825,000","$4,825,000.00",2016
NYCFC,Villa,David,F,"$5,610,000","$5,610,000.00",2016
NYCFC,Pirlo,Andrea,M,"$5,600,000","$5,915,690.00",2016
NYCFC,Lampard,Frank,M,"$6,000,000","$6,000,000.00",2016
LA,Gerrard,Steven,M,"$6,000,000","$6,132,500.00",2016
TOR,Bradley,Michael,M,"$6,000,000","$6,500,000.00",2016
TOR,Giovinco,Sebastian,F,"$5,600,000","$7,115,555.67",2016
ORL,Kaka,,M,"$6,660,000","$7,167,500.00",2016
